"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Shintaro Sakamoto";2019-11-18;353160;"仮面をはずさないで";26;"2011-11-18";"2eVJA0jqXuXb2CZUTFZheh"
"Ainda";2019-11-18;210186;"Ménilmontant";0;"2013-09-07";"4khg5q5vk4dkyLmSaKHqio"
"Seu Jorge";2019-11-18;204640;"Life On Mars?";0;"2004-01-01";"05mpXOy7NNlc3oGqNathD6"
"Mathieu Des Longchamps";2019-11-18;191039;"Tenemos Todo - Taggy Matcher Remix";46;"2019-05-10";"4epOrZkmpUY2W85SOfxcKv"
"Gato Pérez";2019-11-18;167520;"El Ventilador";27;"1979";"5ij6rNXMKMdgdPhtUduHqb"
"Songhoy Blues";2019-11-18;239453;"Mali Nord";0;"2017-06-16";"6qvgixrQADxiFwhK4gaFwd"
"Hot 8 Brass Band";2019-11-18;331653;"On the Spot";25;"2017-03-31";"7FenHFdFJiVWuaivU1pap7"
"Nu Genea";2019-11-18;218322;"Nuova Napoli";46;"2018-05-01";"1NuMP2jrBeyxR3MqwengWD"
"The Frightnrs";2019-11-18;239453;"Hey Brother (Do Unto Others)";13;"2016-09-02";"2QjhLePTnaWv2eBUbCwceA"
"Tremenda Jauría";2019-11-18;292508;"Goza la Trama";30;"2016-03-05";"0Ve3L6uN5sOsv6Kfj8ERU4"
"Club del Río";2019-11-18;210378;"Es Natural";0;"2014-11-11";"298aPGJhVXcpXp9iwnKk2a"
"Banda Eddie";2019-11-18;286800;"Danada";39;"2006-05-05";"2tvKHtzmcqpONO2EQfhL8M"
"Selton";2019-11-18;177985;"Sampleando Devendra";35;"2017-09-01";"7GPJKwGeeGCj7XFNQ26F9Y"
"Kokoroko";2019-11-18;424080;"Abusey Junction";0;"2019-03-08";"7MeDqREJNAU5D80vI2xCol"
"Stan Getz";2019-11-18;282066;"Aguas de Marco";45;"1964";"4lORlHfONAF7M3pVUZMpLk"
"Kalabrese";2019-11-18;397246;"Purple Rose";0;"2013-04-26";"5UiZ3oyLL0wiJC67Cby9Nj"
"Kinny & Horne";2019-11-18;207400;"Why Me";45;"2005-05-10";"0J4GqDoG78YD4lJwgvduUO"
"ZOO";2019-11-18;266363;"Camins - Remix";0;"2016-12-16";"1kQWlKpU7Ks8OTgM5O6reU"
"Jose Larralde";2019-11-18;174320;"Quimey Neuquen";31;"2003-04-19";"6NFYX1ZqPjAB4TQqO2c7dV"
"Caetano Veloso";2019-11-18;235440;"Medley: Nega Maluca / Billie Jean / Eleanor Rigb";13;"1986";"3jdcYeefkVcJiK1pzZ1uwk"
"Yahoos";2019-11-18;250706;"Mabala";15;"2005-01-01";"1fP8jjo19CieNqbO5W4aGz"
"The Juju Orchestra";2019-11-18;294040;"What Is Hip? feat. Carolyn Leonhart & Terry Callier";0;"2007-03-05";"7ce4eayVRU30ueZdLhisCQ"
"Bixiga 70";2019-11-18;266200;"Grito de Paz";40;"2011-12-11";"7Bf5GJVyFVzhx304JsXJCh"
"Chancha Via Circuito";2019-11-18;300721;"Ilaló";0;"2018-06-08";"76BZ7Sf6cZOweCJNHB0uiY"
"Dona Onete";2019-11-18;227280;"Proposta Indecente";0;"2016-06-23";"32TmBo2pE6GMaq7LFu09oy"
"El Diluvi";2019-11-18;214346;"I Tu, Sols Tu";0;"2015-04-09";"02kasGaodvRjhjaYvCXiBP"
"Akalé Wubé";2019-11-18;343653;"Jawa Jawa";35;"2010-05-07";"4XxXVnUEQHHLFj0X4rK4gg"
"Morgan";2019-11-18;210732;"Oh Oh";35;"2018-03-16";"5gcycdCCPn1dfV7PQC78rb"
"Smash";2019-11-18;228600;"El Garrotin";32;"1972";"2iXcQcumvJNYyY5YhvttxL"
"Uppers International";2019-11-18;214961;"Dankasa";21;"2010-08-02";"4ogePZ3mtDw3frtBFbkhGZ"
