"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Ebo Taylor";2019-12-16;309426;"Aboa Kyirbin";40;"2018-04-06";"3V5LUMXlslvmEwmTel01KP"
"TOCH";2019-12-16;186773;"Milonga del Mar";50;"2018-06-18";"5LLZuvyNDtafMQ6FzwUs6b"
"Os Mutantes";2019-12-16;233866;"El Justiceiro";34;"1970-01-01";"3V1DtzwjDoXJb0jEcJdQPC"
"Simón Díaz";2019-12-16;129333;"Luna De Margarita";32;"1989-02-15";"4fXILOMBr57rYVoZ22Z1C4"
"Victor Rice";2019-12-16;182760;"Lou";31;"2017-11-03";"3ncOIekMaSRfXT58jmzZhB"
"Jorge Ben Jor";2019-12-16;179293;"Mas, Que Nada!";62;"1963-01-01";"3xWp6y0HGsHZlXljNs7VRy"
"Emily Loizeau";2019-12-16;202693;"Sister";30;"2014-01-01";"7MoUWeJEo4iqGogpD0svgI"
"Oumou Sangaré";2019-12-16;244640;"Yala";37;"1990-01-01";"3b7OKZVFIGpWaviLFbOGPI"
"Moreno Veloso";2019-12-16;297453;"Deusa Do Amor";0;"2001";"4fhmTiwFE7THIbxn1kOceW"
"Natalia Lafourcade";2019-12-16;283640;"Duerme Negrito (feat. Los Macorinos)";38;"2018-02-09";"7JbbUP152jaRbhQ7CJ1DOy"
"Metá Metá";2019-12-16;270341;"Cobra Rasteira";1;"2012-11-07";"3C3gfqivAGtGOeu0FSPk3u"
"Banda Ionica";2019-12-16;243866;"Espinita";30;"2002";"08QGbymg6JhNrDgDQOTiq6"
"Sivuca";2019-12-16;289000;"Ain't No Sunshine";37;"2007-01-01";"1QrIXVqDiXZzmHLR0woYk7"
"Les Yeux D'La Tête";2019-12-16;198693;"Paris en vélo";35;"2015";"6nw3PwoeoecrpnjNfG3otG"
"Los Lobos";2019-12-16;215560;"Kiko and the Lavender Moon";41;"1992-05-26";"12AL1C0jglsaMYHwTsvA7w"
"Giorgio Conte";2019-12-16;205848;"Gnè, Gnè";38;"2003";"4OWa8Ogj2BqrKXYBdb7osf"
"Julio de la Rosa";2019-12-16;188713;"Juegos de Mesa";29;"2017-11-17";"2WCYCUt6nbuY5Js8xdjoPF"
"Sydney Crooks";2019-12-16;289933;"Papa Was a Rolling Stone";47;"2003-01-01";"5TwvKc49ROXhjd3oha206q"
"Kitty, Daisy & Lewis";2019-12-16;229783;"Suspicion";0;"2018-03-16";"4eOBzKI104yNgWlhRSc9ga"
"Natalia Doco";2019-12-16;225920;"Remolino";37;"2017";"4uucwPifnf35dXKEQJm3kT"
"Tommy McCook";2019-12-16;204146;"The Shadow of Your Smile";29;"1989-01-01";"0uKHcuc5kFXnzBfMyJjgxM"
"Fabiano do Nascimento";2019-12-16;245440;"Minha Ciranda";36;"2015-03-17";"6PWdY8VAio3JPra3NJ3qq2"
"Devendra Banhart";2019-12-16;275493;"Santa Maria de Feira";0;"2005-09-12";"08v5KUgZWDkUzKY2Q3m0OC"
"Chicho Sánchez Ferlosio";2019-12-16;218213;"Gallo rojo gallo negro - Los dos gallos";29;"2016-05-13";"2NRxqizy3lsnMsiqk53wLo"
"Los Zafiros";2019-12-16;154973;"La Luna en tu Mirada";38;"1999";"5mjEzXSN5GUpnLJ37JytGh"
"Eddie Jefferson";2019-12-16;168373;"Psychedelic Sally";33;"1989-01-01";"5uCxgpOrWZjqf5tNKeqrKE"
"Vincent Ahehehinnou";2019-12-16;556560;"Best Woman";13;"2010";"3y8lKrtACN6hXQjvEQIEWP"
"Blick Bassy";2019-12-16;135346;"Wap Do Wap";0;"2016-06-17";"0rijXtttPw44WHZX7rred7"
"Tronco";2019-12-16;87613;"Abducida Por Formar Una Pareja";44;"2017-04-28";"6V7VYfBKlvIV3NPa3YfC2K"
"Baloji";2019-12-16;541497;"Peau de Chagrin - Bleu de nuit";0;"2018-03-23";"6P7gZrAdG1zQEXzfAqTKE4"
