"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Miguelichi López";2024-03-31;149078;"Lágrimas negras - En directo, guitarra & voz";46;"2022-04-22";"27GBknSpZjPzPdrxRPs06Y"
"AleMor";2024-03-31;223023;"Y Qué?";27;"2023-05-26";"61azLZyaadxgfa1nzLhSmy"
"Big Bad Voodoo Daddy";2024-03-31;255680;"Diga Diga Doo";38;"2012-01-01";"3YDH2JTlzj1Rv34nmaMfhz"
"Joachim Horsley";2024-03-31;267944;"Beethoven in Havana";30;"2019-02-15";"6r7Z6pIfo9By0jAnQLUcV0"
"Swing Republic";2024-03-31;236931;"Do Your Duty";28;"2015-10-02";"4BOg2lzuKs4lBRcLix5hiR"
"Blanca Paloma";2024-03-31;179680;"EAEA";44;"2022-12-20";"713ABLvroU275mKkUgr6ZJ"
"Fanfare Ciocarlia";2024-03-31;372893;"Asfalt Tango";38;"1999-01-01";"51fzQZ94klHH5ToOVN6Uy3"
"Vermú";2024-03-31;167546;"Fandanguillo manchego";26;"2023-05-31";"1v1o7Jk4Rbeu4wrN2CtsLU"
"Rumbakana";2024-03-31;257133;"Déjame";42;"2023-02-24";"5CRd99YPTwyIvR9Jp6xVMH"
"Dj Farrapo";2024-03-31;164582;"Marcianito - Cristina Renzetti Vocal Version";31;"2017-10-20";"3s5XUm68qdvzlW4wTDSSaw"
"Parquesvr";2024-03-31;161461;"Juancarlista";31;"2023-05-25";"1Av2f40jMFQQ9mZ7YO77Pr"
"Edna Vazquez";2024-03-31;279940;"Sola soy";28;"2019-09-06";"3oz906He9dQ87Q07iNxtTf"
"Nashi Young Cho Jazz Quartett";2024-03-31;248426;"Mambo Craze";14;"2008";"1svXYab9lKdr0wa5EUiX0y"
"Chico Gallardo";2024-03-31;213333;"Vagamundo";28;"2022-03-18";"3WjUkqU8NiKVJgbINPCT1h"
"Alex Cuba";2024-03-31;214516;"Dividido";43;"2019-09-20";"7rdezKlUOq26Dypydp5p9y"
"Más Birras";2024-03-31;206323;"Hay Una Cruz En El Saso - Remastered 2016";24;"1990";"79mWI23758A4SuQ3NFpmQM"
"Aerolineas Federales";2024-03-31;125546;"No sé ligar";26;"1986";"1fvFy5uh7siYQyxg9e7oFz"
"Diván du don";2024-03-31;238352;"Vuelo - En Acústico";46;"2015-05-25";"3TTfcaCYWDlxA7PurHhXg5"
"Perlita de Huelva";2024-03-31;163626;"Cumpleaños - Rumba";38;"2013-03-18";"3r2pG76QpsdgmebQzk2OhF"
"Carles Benavent";2024-03-31;181053;"Sencillito";29;"2006-01-31";"2bVyimc0wUkM9qKDooPgaY"
"Charlie Winston";2024-03-31;231480;"In Your Hands";44;"2008";"2JJtMNPBitfwSjK3SZSiBu"
"El Columpio Asesino";2024-03-31;264392;"Perlas";35;"2023-03-09";"742xdZeuu0vzPD9z2gELb9"
"Carla Bruni";2024-03-31;143973;"Raphael";47;"2002-01-01";"3X2k1DIwkHiSw4KotUfG5x"
"Antoine 'Tato' Garcia";2024-03-31;224840;"Ven Ven";32;"2019-04-19";"4Iq8z6TYF3QMdnkOF1CcoQ"
"Lhasa De Sela";2024-03-31;269533;"Con Toda Palabra";36;"2003-10-22";"45GGSs0jmsNbIAesZ1Rkwp"
"Stay Homas";2024-03-31;176709;"Doin' The Peach";27;"2022-03-11";"4jPMsjGoUmbUy5tlh5FQX7"
"Vicente Navarro";2024-03-31;183600;"Una herida";27;"2022-11-25";"1LKDk8RQ588oxmj4tBK39i"
"Jack Costanzo & His Orchestra";2024-03-31;146800;"Peter Gunn Mambo - Bonus Track";18;"2014-01-01";"23gv72d1p4S1YyafCMIFZO"
"Nat King Cole";2024-03-31;144293;"El Bodeguero (Grocer's Cha-Cha)";39;"1958-08-01";"6jr4Juj3htePZkpPcg7M0p"
"Lola Flores";2024-03-31;169400;"La Casa en el Aire";26;"1995-05-17";"6EjKkewMeRpiVsG1RdFx60"
