"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Jun Miyake";2020-03-09;330280;"Lilies Of The Valley";13;"2007";"24OTfcQQB4iqFy6DgXO7Ls"
"Opa Tsupa";2020-03-09;253053;"Sunny Afternoon";0;"2005-06-01";"12neFM0xnFFgi0OuiSeksT"
"Fanfare Ciocarlia";2020-03-09;224653;"Fiesta de Negritos";32;"2016-04-15";"3QAFUB3IGzqSbOpAyBq8aK"
"Fatoumata Diawara";2020-03-09;186906;"Sowa";56;"2011-09-19";"2jdSj8ZhRoGvKFD9r22BtT"
"Pedro Guerra";2020-03-09;266533;"Sin Puntos Ni Comas (with Jorge Drexler & Silvia Pérez Cruz)";33;"2016-04-22";"3LsMHrpcvea3tvd3zl16DX"
"Rodrigo Cuevas";2020-03-09;252869;"El Día Que Nací Yo";40;"2019-12-13";"1g0iT6TvvvVFfheThXR0Dk"
"Albin de la Simone";2020-03-09;210746;"A midi on m'a dit";39;"2017-02-24";"3VvzDCL0MGFupqxDgSi68C"
"The Retrosettes Sister Band";2020-03-09;200064;"You Got The Love";45;"2015-12-04";"4PEi00t2ZRYcvyvmzk5vUi"
"Enrique Morente";2020-03-09;648746;"Omega (Poema Para Los Muertos)";12;"2009-01-01";"3bESeiHwnLYMbaDDIzAHnx"
"KeTeKalles";2020-03-09;274840;"Esencia";0;"2016";"0tPDUfZ2FixmhyrWYc71RB"
"Bonga";2020-03-09;349960;"Mulemba Xangóla";0;"1999-07-20";"0XYhNYemTczowwKTCnB0xW"
"Nick Mulvey";2020-03-09;376613;"Transform Your Game (We Remain)";35;"2017-09-08";"19YrX17syzkT6UZKLPpok4"
"Rachid Taha";2020-03-09;263600;"Now or Never";40;"2013-03-25";"6KBn77lniDppVXDYBuBlbt"
"Ska Cubano";2020-03-09;271466;"Babalu";0;"2004";"2eWZWaeg03fmtSWUoWYQHn"
"Una Mas Trio";2020-03-09;247615;"Clear As Water - Hidden Jazz Quartett remix";0;"2009-03-10";"15K0xMRyYBZr0uEnmFgB5Q"
"El Jose";2020-03-09;308333;"Un Solo Corazón";45;"2018-06-15";"2fxhvC6LYtfZepIoaKIo7i"
"Lior Shoov";2020-03-09;144186;"Chante De La Où Tu Es";29;"2017-05-19";"6cMJe1bMt5kYDmw31Hxuop"
"Ovidi Montllor";2020-03-09;165986;"Homenatge a Teresa";26;"2007-01-01";"2qnlCtz6q3GXHhM5pVN8N1"
"Arat Kilo";2020-03-09;283080;"Dou Coula";38;"2018-03-16";"0NxvwurJBHWEItB8lOScqf"
"Moriarty";2020-03-09;193942;"Every Night";38;"2013-07-01";"74TgKwpvp0vDJjWxFHK9iu"
"BRONQUIO";2020-03-09;155200;"Contigo, Contigo, Contigo";40;"2019-07-19";"52kJU9KeICqsIMdVfCHxCl"
"Pink Martini";2020-03-09;156466;"Anna (El Negro Zumbon)";19;"2004";"3o926oVkS7Grjpn0cbDxSB"
"IZARO";2020-03-09;208600;"La Felicidad";44;"2018-01-19";"7AJGzyNV2zUSDBmwG8ENPl"
"Angelique Kidjo";2020-03-09;274133;"Quimbara";13;"2019-04-19";"0RV0acsVSRtBj0ngVHfzDD"
"Travis Birds";2020-03-09;230136;"Coyotes (Versión en Acústico El Embarcadero)";0;"2019-01-18";"2JDOZWGwFNYbJSRzdwgYU6"
"Songhoy Blues";2020-03-09;213653;"Sekou Oumarou";31;"2015-02-24";"5zpmNObCgAASco8nNJXIkb"
"Las Taradas";2020-03-09;344653;"You're the Boss";24;"2012-11-02";"7CBtEchhPV1o3BLPlgPcuC"
"Mazouni";2020-03-09;370640;"Écoute-moi camarade";37;"2019-05-24";"5nfE58QeoN1Fborapt6UCn"
"Martin Léon";2020-03-09;288426;"All In";0;"2010-11-22";"7vZgqoPNGDJs6qpRyqaBNq"
"Barcelona Gipsy Klezmer Orchestra";2020-03-09;318946;"Hasta Siempre, Comandante";33;"2013-05-08";"19MmbEcj7NqppcIlQaaS32"
