"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Goran Bregović";2020-02-10;224746;"Vino Tinto";36;"2017-10-06";"2kg4rl6ejCMSjrj1lfHnam"
"Baba Sissoko";2020-02-10;393228;"Aiulado";31;"2015-06-07";"7b0bXiyS0Vvdg75o40cXL4"
"Antônio Carlos Jobim";2020-02-10;325506;"Brazil - Alternate Take";36;"1970";"2dsmGxE74ufKZgSFpEMxel"
"El Michels Affair";2020-02-10;217826;"El Pueblo Unido";0;"2005";"2VbFQ8UJ8J5rRvqRVj7kE5"
"Sérgio Mendes";2020-02-10;185186;"Comin' Home Baby";0;"1968-01-01";"48jnmemjkiyr0hGgnGFbD8"
"Taj Mahal";2020-02-10;326826;"Satisfied 'N' Tickled Too";45;"1976-06-25";"1Pk5m6bolViNlMH0T4tWYU"
"Macaco";2020-02-10;315533;"Pirata De Agua Salada";21;"2001-10-05";"6RPgBJNPGHdC23dZ8u9qSn"
"Melissa Laveaux";2020-02-10;268706;"Tolalito";0;"2018-02-02";"6Oe3bPl2sIwun8nOVTVtBv"
"Slackwax";2020-02-10;184204;"On the Road Again";50;"2013-07-05";"3UX7Fppi8i4cRMTcy4Cbua"
"Beck";2020-02-10;200306;"Tropicalia";42;"1998-01-01";"3IY3Oh7Gge0GCx7kWieEHc"
"Mose Allison";2020-02-10;157226;"The Seventh Son";51;"1963";"5a5XbcCrFeD24y2ZdUOhFL"
"Herbie Mann";2020-02-10;429000;"Memphis Underground";42;"1969";"0nAhB6PO2myKUZtkgSPDGB"
"Menahan Street Band";2020-02-10;154733;"Going the Distance";7;"2008-10-14";"6wdxaAC6P7f6w05QadHFcB"
"Brad Mehldau";2020-02-10;545013;"Paranoid Android";36;"2002-08-13";"7i4wN3UGvFhr663Hpjgscx"
"Jimmy Cliff";2020-02-10;174146;"Guns Of Brixton - Live At KCRW / 2012";33;"2013-01-01";"6XSk7ZQMAzwUb1IH4DAw5q"
"C.W. Stoneking";2020-02-10;221973;"Brave Son Of America";33;"2008-01-01";"5vusynZ8knQTYMS6ZT43P0"
"James Brown";2020-02-10;269560;"That's Life";48;"1969-01-01";"1o3Rv2hBIXYw8pE0TqoM3X"
"Lou Donaldson";2020-02-10;404040;"Donkey Walk";25;"1995-01-01";"4bonZNozN5B3PO7nXJ317E"
"Tesfa-maryam Kidane";2020-02-10;316933;"Heywete";36;"2004-07-04";"143e6k2Og8RrTE7kQUFyUV"
"Arto Lindsay";2020-02-10;224106;"Simply Are";1;"2014-05-20";"5oFZyxqdvuT5ac4gsNkO2U"
"Elis Regina";2020-02-10;185773;"Águas De Marco";48;"1972-01-01";"3NOxICud3CE6svBnR9WqC7"
"Diego El Cigala";2020-02-10;271813;"Los Hermanos";0;"2010";"4a4Q3lZOiAwdt8c1V6fiDN"
"Roland Dyens";2020-02-10;180216;"La bicyclette";34;"2016";"6Zp3lHvX486zv8iDPeeXR7"
"Abdullah Ibrahim";2020-02-10;247520;"Soweto";35;"2000-07-01";"2sZDbhndCdkIvyA9dltUUT"
"Edu Lobo";2020-02-10;170666;"Zum-Zum";49;"1970-04-07";"5S7lcrRerABwsWzHisYsxP"
"Jr Thomas & The Volcanos";2020-02-10;211822;"Get A Hold Of You";34;"2015-09-18";"3rEGM9FNqOB6rT0B0CWVbX"
"Rogério Duprat";2020-02-10;214000;"The Rain, The Park And Other Things";24;"1968";"5vZTfafJwGz9cEV0A2C8U0"
"Ondatrópica";2020-02-10;264800;"De Mar a Mar";0;"2017-03-10";"0y7GV4jRQOaWiN4sH0SPW5"
"Gábor Szabó";2020-02-10;288826;"Three King Fishers";43;"1968";"21c7ulNJzCSDIelgGBA1QF"
"Baby Charles";2020-02-10;268040;"I Bet You Look Good On The Dancefloor";46;"2008-03-17";"5wo7j2ExKorVKV1WU7p2gb"
