"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Wynton Marsalis";2019-07-08;458453;"Ice Cream";0;"2011-08-31";"5Esx8hdfVmi1xDkdBmBHD6"
"Giovanni Hidalgo";2019-07-08;425333;"Summertime";29;"1993-01-01";"20QQyfHLjyZENU9jJFEvdj"
"Willy DeVille";2019-07-08;254680;"Hey Joe";0;"2003-09-09";"427uY49yCxDOrIIOVPfxuK"
"Tokyo Ska Paradise Orchestra";2019-07-08;222146;"ゴッドファーザー愛のテーマ";35;"2006-06-07";"5R19j19wldlcON2ZTaJikv"
"The Quantic Soul Orchestra";2019-07-08;206213;"Los Olvidados";53;"2007-10-22";"173jCDoA1pArfdouxi1kZ8"
"Michel Petrucciani";2019-07-08;468400;"Cantabile - Live";34;"1997-01-01";"6dQjlJvbdJeC5I702zPCo3"
"Mo' Horizons";2019-07-08;274226;"Tu fiesta personal";0;"2007-07-02";"5WU19KJvykMbZUrsX1Lxyh"
"Féloche";2019-07-08;241440;"Silbo";0;"2013-10-14";"1J4MP2NZ8eEnqQNozI6Sq9"
"Susheela Raman";2019-07-08;277626;"Maya";40;"2001-01-01";"2oCSrobEfBAwDBwRMJ7UWY"
"Thievery Corporation";2019-07-08;208973;"El Pueblo Unido";4;"2008-09-20";"5eniusG8yp2DfC8fX57uU2"
"Zoufris Maracas";2019-07-08;185053;"Bahia";43;"2012-10-08";"0O5XAR0ds6FBbRTtG36mlL"
"O'Funk'illo";2019-07-08;322413;"En el campito";37;"2000";"3nnh7mG3qKHG14y472xF5i"
"Pyeng Threadgill";2019-07-08;270013;"Close To Me";32;"2005-10-18";"20wH4HDAgCphf8DvOtvpkN"
"Spanglish Fly";2019-07-08;389312;"Brooklyn Boogaloo";34;"2018-09-13";"1eItMzO9e3pOi82He9lIiI"
"De-Phazz";2019-07-08;203653;"The Mambo Craze";0;"2013-04-26";"0lCCUGkCjy93gp8tzyrRo7"
"Juca Chaves";2019-07-08;196506;"Take Me Back To Piauí";42;"1972-01-01";"6dfj97K2ywJ2HKAL8P3niw"
"Moriarty";2019-07-08;210453;"Calypso triste";39;"2013-07-01";"74TgKwpvp0vDJjWxFHK9iu"
"Danyèl Waro";2019-07-08;153120;"La mauvaise réputation";33;"2017-04-28";"2NU286E5oJtqRRAKOMvnyH"
"Iseo";2019-07-08;178800;"Last Night";0;"2016-01-13";"0pdmVIJ0hjeclW70Ar5Qp8"
"Shye Ben Tzur";2019-07-08;224800;"Julus";28;"2015-11-20";"34hrDcvF6cVfSKS70c25Xn"
"Camille";2019-07-08;157013;"Mars Is No Fun";39;"2011";"0tOFyyQeAYENYub9DDloWP"
"Claude Nougaro";2019-07-08;193466;"Bidonville";16;"1994-10-31";"24XhCTvxrwMAwExWpY7lfP"
"Ramsey Lewis";2019-07-08;242346;"Hey Mrs. Jones";35;"1967-01-01";"6cCDEff6M7iJSH3r7zRcYd"
"Duke Ellington";2019-07-08;315173;"Limbo Jazz";0;"1995-01-01";"1Y1DnRzGk77wgTmKcevilm"
"Herbie Mann";2019-07-08;201839;"One Note Samba";39;"2005-07-26";"5ixHJ7BYhydHcI6QyOkipX"
"Joe Jackson";2019-07-08;285066;"Cha Cha Loco";38;"1984-01-01";"1S58PvtrCZ2l1BrUDI1pGc"
"St Germain";2019-07-08;375986;"Soul Salsa Soul";40;"2010-06-01";"0WBmJl8Z584R2hT4AjMz3m"
"Rosemary Standley";2019-07-08;161560;"Duerme Negrito";33;"2014-03-31";"1Nkft7hZskqp4AsGmWhnGr"
"Africando";2019-07-08;306826;"Mandali";0;"2000-01-01";"5RKQ7g6iYe2l6tlUfAwXsf"
"Waldeck";2019-07-08;288880;"Our Day Will Come";26;"2007";"7JtF0uJW6GV8svBXImx2aY"
