"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Making Movies";2024-08-25;300347;"Amor De Mis Amores";27;"2018-09-07";"1NVaAOjdIgJVjkpa7QCc1I"
"Quantic";2024-08-25;230706;"Sol Clap";7;"2014-04-23";"4zdMiUq2MeTtlVnyoz8gYT"
"The Dead South";2024-08-25;245320;"In Hell I'll Be in Good Company";66;"2014-04-26";"0n4AyLQhgR4uEypHuyUEHp"
"ORTIGA";2024-08-25;180653;"Olvídame y pega la vuelta";27;"2023-05-19";"3MuhEJLw7uhPweLYsCUlsO"
"Mattiel";2024-08-25;196346;"Count Your Blessings";44;"2017-09-22";"3CnqFKF88ev5INXzVEYmlE"
"Portishead";2024-08-25;303973;"Roads";63;"1994-01-01";"3539EbNgIdEDGBKkUf4wno"
"Derby Motoreta’s Burrito Kachimba";2024-08-25;346030;"Gitana";36;"2021-04-22";"5ZgIkt5ZiioKDEhc9Ojt1U"
"Morcheeba";2024-08-25;347280;"The Sea";59;"1998";"1ILnMWNKUXzcXug4Tq2JRP"
"I Monster";2024-08-25;223666;"Daydream In Blue";61;"2005-01-27";"0MNY21WYhxGWfT9WQzrZe5"
"Massive Attack";2024-08-25;297774;"Paradise Circus";63;"2010-02-08";"1F8y2bg9V9nRoy8zuxo3Jt"
"B.B. King";2024-08-25;301133;"The Thrill Is Gone";58;"1997-11-04";"3fIftPnF4eb7gkg2lFS1TV"
"Alpha Blondy";2024-08-25;267360;"I Wish You Were Here";66;"2007-10-22";"01cPxSu0Lr5qocwgwt579N"
"Casey Abrams";2024-08-25;226506;"Hit The Road Jack";41;"2012-01-01";"6wq7YT3Nq1Qq5tB6DC8Ok7"
"Brittany Howard";2024-08-25;191395;"Stay High";51;"2019-09-20";"3eMBjJtKjZrTi0N9mg6IcR"
"Chet Baker";2024-08-25;422640;"Autumn Leaves";52;"1974";"3Cnj43AyRQy21WQWsngNDs"
"Alela Diane";2024-08-25;175453;"The Pirate's Gospel";34;"2006-01-01";"4cbZ94wBTQCvivwA7VxKdb"
"Anastacia";2024-08-25;245400;"I'm Outta Love - Radio Edit";63;"1999";"5sLISkyWFgcOCxIooPYfT4"
"Cat Power";2024-08-25;121106;"New York";46;"2008-01-21";"4bg645KAAKGJKBYLSPxD5u"
"Sam Brown";2024-08-25;295906;"Stop";55;"1988-01-01";"1Co1PfkD3RSirfxw6h2KfJ"
"Daft Punk";2024-08-25;353893;"Lose Yourself to Dance (feat. Pharrell Williams)";68;"2013-05-20";"4m2880jivSbbyEGAKfITCa"
"Laid Back";2024-08-25;257666;"Sunshine Reggae";66;"2008-10-06";"2PTte9WD2NqJzmbqNaDpa1"
"TéCanela";2024-08-25;299663;"Llegamos Tarde";27;"2019-10-25";"2VNEeO7A7t5wnhFoF3raod"
"Vulfpeck";2024-08-25;199639;"1612";55;"2014-08-26";"3DiHrdZ5z0AqW6JTpLAKxG"
"Jain";2024-08-25;216293;"Makeba - Radio Edit";54;"2016-12-02";"4GtRTtBrGPlgzhuXTuGFx1"
"Mick Jagger";2024-08-25;213506;"Strange Game - From The ATV+ Original Series ""Slow Horses”";40;"2022-04-01";"7IyUf9P0bOKXbhAl2cWOMo"
"Tony Bennett";2024-08-25;200586;"Body and Soul";59;"2011-09-20";"5ktAYFq8wJ1hcWHaxl6AQf"
"Taburete";2024-08-25;263626;"Caminito a Motel";47;"2015-08-31";"1PLDFvodvLGWIvfCMW9DMG"
"Pink Martini";2024-08-25;285306;"Una Notte a Napoli";43;"2004-10-19";"4zke7Tv01ngpBcKglASyD8"
"Las Niñas";2024-08-25;243013;"Oju";27;"2003-01-01";"64NHRxUbbv0TB3Ajw53ksl"
"Noir Désir";2024-08-25;288693;"Le vent nous portera";60;"2001-01-01";"2GbW5WBU1BFSChvxtt6BBH"
