"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Maruja Limón";2023-11-12;203790;"Esta noche no me acuesto";35;"2023-03-17";"5aKvwugarjTJsC56OdNUYV"
"Zenet";2023-11-12;247997;"Amor a tres";27;"2023-06-07";"1RvukRg0ZKj4zMZfLj6FoE"
"Chivi";2023-11-12;281792;"A Que Huelen Las Nubes...";31;"2013-01-01";"6FjTWw75mii60AO427pQUJ"
"Stephane Wrembel";2023-11-12;182933;"Bistro Fada";56;"2011-05-13";"6lT35xJDhO7Ao5TOLfKsqZ"
"Pata Negra";2023-11-12;198480;"Calle Betis - Remasterizada";35;"1987";"1ocUC0Gc8JKCj1Gl0JbqVO"
"Tonina";2023-11-12;261359;"Quizás, Quizás, Quizás";42;"2018-04-24";"2C6NkEM5vB2CgXwcGYvXQe"
"Louis Prima";2023-11-12;180093;"Buona Sera - Remastered 2002";53;"1956-11-01";"4icS85G6VGPbFlB9UGPxct"
"Nella";2023-11-12;197642;"Me Llaman Nella";36;"2019-05-31";"4vZQKr2rnJRoh8rkmfaflt"
"Ella Fitzgerald";2023-11-12;298133;"Summertime";68;"1958-01-01";"1vvnTmmNWnGmqvVFjVIINf"
"Kevin Johansen";2023-11-12;170346;"Suzanne (feat. Jorge Drexler)";34;"2022-05-12";"4KSwWkeERQnwgucugHziPV"
"Charles Trenet";2023-11-12;201840;"La mer";58;"1992";"2BgO56jZnE4xbfvlZOjK0L"
"Danza Fuego";2023-11-12;150733;"Romance Sonambulo";29;"2016-10-28";"2eJahO4Ks4kkchZpUPBL8D"
"Pala";2023-11-12;106154;"Colgar los Hábitos";29;"2020-05-22";"6fHlGoOh1zAqMX431jJ115"
"Raimundo Amador";2023-11-12;262951;"Plata o Plomo - En Directo";30;"2020-11-06";"28hYyHSQaHKrU1moiTsWcZ"
"Joaquín Sabina";2023-11-12;283866;"19 Dias y 500 Noches";63;"1999-08-10";"6wMTZkFk9DsY3zc5aQfg1O"
"GOMZ";2023-11-12;225960;"Mi Rival - Stripped Version";30;"2023-02-08";"6mjpIz9RlJbWkhUSQH6ufQ"
"lusillón";2023-11-12;206680;"Un vermú conmigo";46;"2021-02-10";"6vcuGJZjkzaNLgETkDfa1f"
"Mariana Montalvo";2023-11-12;204426;"Tu color café";36;"2000";"3ynD3Mwh4MBUCLHqvXBrbY"
"Mireia Vives & Borja Penalba";2023-11-12;235000;"Una d’amor";29;"2017-05-30";"46QrezGEv0748CIEBXhnZB"
"Paul Anka";2023-11-12;216093;"Wonderwall";41;"2005-01-01";"0lu611O6t7E8sd9E2LkImh"
"Cesária Evora";2023-11-12;295453;"Besame Mucho";57;"1998-10-19";"3SbEDImuuPf1lTi1rol50e"
"The Speakeasies' Swing Band!";2023-11-12;265413;"Gypsy Curse";29;"2015-03-20";"2R4Nkyigz44hJbVd004zhS"
"Mercedes Sosa";2023-11-12;279413;"Alfonsina Y El Mar";51;"1991-01-01";"1rNe5jq2OZQ033Ngg0qVZw"
"Ibrahim Ferrer";2023-11-12;284320;"Bruca Maniguá";43;"1999-06-07";"2HZnjbQkf0Ev5lmuLLqrvI"
"Bryan Ferry";2023-11-12;216266;"The Way You Look Tonight";34;"1999-10-25";"3oJQhXk20kCoMh5ECFd9VR"
"Sharon Jones & The Dap-Kings";2023-11-12;270640;"This Land Is Your Land";50;"2005-01-25";"5io1OKXglvIexVDrBXxuF4"
"GREX";2023-11-12;207679;"Bring Me My Medicine";29;"2020-03-19";"2eDO06zaOzqn2BY0b5Bv6n"
"Niña Pastori";2023-11-12;221253;"Burbujas de Amor";48;"2006-02-21";"6iP5is7iT68WXUcPqAXGLN"
"Antoñita Peñuela";2023-11-12;178440;"La Espabilá";28;"2013-02-01";"6RvExC3kCBv4gzPyN9Esmk"
"Iseo & Dodosound";2023-11-12;262615;"Fresh Air";46;"2015-04-23";"0nr53G5X6YWMHYEPyJUctT"
