"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"El Jose";2020-09-09;255493;"Epístola Feminista - Bonus Track";22;"2018-06-15";"2fxhvC6LYtfZepIoaKIo7i"
"Mikel Laboa";2020-09-09;204040;"Txoria txori";38;"2010-12-15";"0vmTgLDR0jaxFt6VuiS9Ut"
"El Kanka";2020-09-09;201506;"Canela en Rama";60;"2013-04-22";"7auuEfoSwTUYponi3cKCuG"
"Isao Tomita";2020-09-09;239600;"Arabesque No. 1";32;"1974";"7ctJhhwImubvW88k7tXo9E"
"Macaco";2020-09-09;301935;"Blue (feat. Jorge Drexler & Joan Manuel Serrat) - Diminuto Planeta Azul";50;"2019-05-24";"3XEUOUhNrKAGvx5X5jv1lW"
"Xoel López";2020-09-09;279255;"Me Cuesta Tanto Olvidarte";39;"2019-06-21";"22S3ykvJujNF0LdS1AMunl"
"Bebo San Juan";2020-09-09;264360;"Pepe Maní";29;"2019-05-24";"2QEil2mIQdn0L0Sydyp2z0"
"Magalí Datzira";2020-09-09;188443;"Fruites";24;"2020-08-01";"1OJ7cYRi5QDpk6u8QlpemO"
"Pasatono";2020-09-09;397640;"Obertura Maromera";28;"2014-01-01";"36bgXIp3DZryqOQ3Tq7yte"
"Los Delinqüentes y Tomasito";2020-09-09;137000;"Kiss Off";45;"2010-11-09";"11curUPanxxPSLhzcfxjPc"
"Jun Miyake";2020-09-09;262360;"Alta Mare";5;"2017-11-15";"5d9UEucDM7xBF68yGnLVVA"
"Varry Brava";2020-09-09;219098;"El Sitio Perfecto";28;"2018-02-16";"0fSyBVr2499MX3x8sTy3lq"
"Rupatrupa";2020-09-09;146149;"Del Revés";0;"2016-02-01";"3j60ehpBjsczcVunbRqQf8"
"Perro";2020-09-09;168333;"La Reina de Inglaterra";34;"2013-04-08";"7vV0QiLBzGgby9TBIPtJvn"
"Mr. Kilombo";2020-09-09;229973;"Invencibles";0;"2016-10-07";"61iOBR6sxkVaiSb6xmUfQh"
"Freddie Dilevi";2020-09-09;181463;"Teenager's Heartbreak";5;"2018-01-15";"3CkAaGp5ePkKzjoyE7gPH0"
"Julio y Agosto";2020-09-09;244333;"La niebla y la autopista";33;"2016";"1KYvqLqiHseuNy7GLyMBSR"
"The Rapture";2020-09-09;341946;"It Takes Time to Be a Man";45;"2011-09-05";"4gwqJXH0UUQFwrimYJKfmu"
"Mediapunta";2020-09-09;184662;"Fantasmas";26;"2019-11-18";"4JfH8rbr4zsh3wviWxvAUb"
"Os Mutantes";2020-09-09;284986;"A Minha Menina";53;"1968-01-01";"0RBkIFbQy91qv8Tqja20og"
"Atahualpa Yupanqui";2020-09-09;280506;"La Copla";17;"2006-01-01";"4BDzHQuOEVtIWvgNYQUkwp"
"Pastora";2020-09-09;270320;"Tengo";28;"2003-04-03";"460NRfzzla4SXbrauv8Ddh"
"Mercedes Sosa";2020-09-09;290666;"Todo Cambia";0;"1984-01-01";"2U6CJqnFntxEWLSLBoeCs1"
"Els Amics De Les Arts";2020-09-09;264426;"Semblava Que Fossis Tu";22;"2020-04-02";"3XhWYF6J3NWWstHjooldGH"
"Benjamin Biolay";2020-09-09;188280;"Dans la Merco Benz - Radio Edit";45;"2007-09-07";"51f01uDheFvppX5X7QUCxX"
"Jorge Sepúlveda";2020-09-09;191533;"Mirando al Mar";25;"1988-02-24";"379sLG9QLTC2i6AH9MdcEG"
"Vitor Ramil";2020-09-09;229880;"Viajei (feat. Jorge Drexler)";37;"2013-06-12";"6aGDO3KfhdJHWcMTFH9sIw"
"Jarvis Cocker";2020-09-09;251040;"Baby's Coming Back To Me";0;"2006-11-13";"3On9bmo8hPWNOMTD1A826M"
"Deluxe";2020-09-09;207253;"Reconstrucción (El mejor momento)";37;"2008-03-11";"2wmtyzgYWh0ZFwD0yHyUUw"
"Gustavo Pena - El Príncipe";2020-09-09;379000;"Imaginando buenas";0;"2003";"39YrUDPehzIjsbb90F2wQp"
