"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Arat Kilo";2019-11-11;180693;"Chaos Embedded";31;"2018-03-16";"0NxvwurJBHWEItB8lOScqf"
"Sandra Bernardo";2019-11-11;231131;"Ni Cumbia Ni Bossa";0;"2018-02-23";"5QgbvYROiTqM4lG8oUeuZz"
"Ali Farka Touré";2019-11-11;324920;"Bonde (with Ry Cooder)";47;"1994-03-28";"2MSgPFGGgIn5EqLezjLpt9"
"Dionisio Maio";2019-11-11;276981;"Dia Ja Manche";0;"2016-05-17";"2EsNUbAePfQi6qNBjVLtfi"
"Mestre Anderson Miguel";2019-11-11;276560;"No Hoje e na Hora";22;"2018-04-27";"7s8e6Yo05gYBwGQdTwUorK"
"The Bongo Hop";2019-11-11;322558;"El Terrón";44;"2016-11-07";"1ylysR6fqyNNJmuuyCIf5C"
"Señor Mostaza";2019-11-11;207280;"Bipolaridad";42;"2010-11-25";"0j2fQR5vYupWNxNVzCmDY4"
"Awanto 3";2019-11-11;339640;"Baila Con Paula";0;"2014-05-05";"5ocbiUWpB9sx5muLVeFdid"
"Voilaaa";2019-11-11;384383;"On te l'avait dit";44;"2015-10-23";"769hXvYI0EBGEC2ldfRgnp"
"João Selva";2019-11-11;231862;"Um Caroço";33;"2017-04-28";"5oh0QSdT8IauUGn1p1EcIA"
"Lola Flores";2019-11-11;168546;"Díme";37;"2000-06-05";"2UEhods97PHv6d5mAIoFHS"
"Sierra Leone's Refugee All Stars";2019-11-11;227280;"Living like A Refugee";30;"2006-09-26";"5xV8PmXidgKI88KrkiI5kU"
"León Benavente";2019-11-11;302813;"Ser Brigada";47;"2013-07-26";"0PIq4nKOVk7ZZl71Xo61sA"
"TéCanela";2019-11-11;217521;"Café";0;"2017-12-15";"7tnWl6gNdf7lFfTjEJjGB5"
"Pata Negra";2019-11-11;193560;"Todo Lo Que Me Gusta Es Ilegal";44;"1990-01-31";"5e8SPKiof3vMoE2mjSireg"
"Tony Allen";2019-11-11;286146;"Home Cooking";22;"2002";"2ZFVJmJFNr62FTl7KH2VPj"
"Gilles Peterson's Havana Cultura Band";2019-11-11;192986;"Yambu - Daisuke Tanabe and Yosi Horikawa Remix";0;"2016-03-11";"3ihbt8rKi4YNPb3BOImHYe"
"Magín Díaz";2019-11-11;462646;"A Pila’ el Arroz";30;"2017-05-23";"2VeOgi0v5d4L5hiNuE2Zni"
"Sr. Chinarro";2019-11-11;153573;"Del Montón";0;"2006-01-01";"3dIEJvJHjQw57auX2EyOcx"
"Meridian Brothers";2019-11-11;235226;"¿Dónde Estás María?";0;"2017-09-08";"3RKNDECAtWiG1Ltq28t9kc"
"Núria Graham";2019-11-11;181600;"Cloud Fifteen";0;"2017-10-27";"5MjKzYQo79RHh233sQr9Pu"
"Antílopez";2019-11-11;197693;"Vuélcalo To Ya";42;"2018-09-07";"4oBsBEZCQiG7orDpgdfDWW"
"Daymé Arocena";2019-11-11;264026;"La Rumba Me Llamo Yo";0;"2017-03-10";"0PFDg54yooHoFRXXuWzELb"
"An Der Beat";2019-11-11;352093;"Knuf!";36;"1997-01-01";"1uZPnINhGkcM1gCMiAhgXI"
"Chavela Vargas";2019-11-11;209159;"No soy de aquí, no soy de allá";32;"2002-01-01";"0c4CIsqk0vOViJXGmrW9WP"
"Boris Vian";2019-11-11;244956;"Cayendo Cayendo";0;"2017-04-05";"1gpeyRN1DhE7VgVqaqWAbr"
"Franko Xavier";2019-11-11;185693;"Antes pouco que nenhum";31;"2015-07-10";"7mHNiS5p3EwV4iOzcLj9PU"
"Mr. Kilombo";2019-11-11;218866;"Se Viene, Se Va";0;"2014-03-04";"7mAGHi3l5VfjMI7u89NQiJ"
"Fuel Fandango";2019-11-11;296053;"Medina (feat. Estrella Morente)";31;"2016-04-15";"2ckb3ERQ67UMA9oEgr2rGZ"
"Baloji";2019-11-11;285116;"Bipolaire - Les Noirs";0;"2018-03-23";"6P7gZrAdG1zQEXzfAqTKE4"
