"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Newen Afrobeat";2020-04-06;357574;"Chaltumay";0;"2019-05-10";"57md4ErbudN2TuSl2sTTlf"
"La Lupe";2020-04-06;166666;"Fever Boogaloo";41;"1999-01-01";"2A99uuzdqdWZg9wZh12Nyv"
"La Pegatina";2020-04-06;188826;"Solo yo";23;"2018-04-06";"1gVTdZJaemKysGPHgMQfvD"
"Maria Rodés";2020-04-06;213293;"Desorden";29;"2010-04-29";"5wRX6PvYeFB7YJ4ayssKUU"
"Toni M. Mir";2020-04-06;96318;"La feina ben feta (Anuncio Estrella Damm, 2011)";34;"2011-01-10";"1U2HxA7cPGOGEiZhEzc0EQ"
"Xavi Sarrià";2020-04-06;255471;"Alliberar-nos";32;"2019-01-11";"2FBvtJ81uIm1QAxwBjod3p"
"Marem Ladson";2020-04-06;212804;"Shades of Blue";19;"2018-05-04";"63BrmIxMevcdnmUJg0NWLZ"
"Irakere";2020-04-06;226600;"Bacalao Con Pan";25;"2006-05-16";"0LF5sfU2KnpIBh8d2GoEjh"
"Chico Trujillo";2020-04-06;266716;"Malgeniosa";0;"2015-06-22";"2IeYUoZuscnEdOCy0YczSY"
"Guadi Galego";2020-04-06;246506;"Cedeira";31;"2019-10-25";"22govFGOMzXM7YcMu2ApBK"
"Suu";2020-04-06;247924;"Me Gusta";0;"2018-04-01";"2QJwQBSb5WOUPnLsBFM1hk"
"The Souljazz Orchestra";2020-04-06;252080;"Kingdom Come";0;"2014-02-24";"6A7uB5OoxomiuSO4TvOXDB"
"Lildami";2020-04-06;212373;"Sempre és estiu";0;"2019-01-11";"0L4vzDbx6Pnzk9hekIpKtO"
"Nacho Umbert & la compañía";2020-04-06;332786;"Colorete y Quitasueño";0;"2010-03-09";"5V0unulNrnpJYMkqsXla4h"
"Road Ramos";2020-04-06;265879;"Ni Bien Ni Regular";27;"2016-11-30";"3sAgoKqPXcqLMT2CuNnnFD"
"Dani Tejedor";2020-04-06;336546;"Una Canción Que Destrozar";31;"2017-04-05";"5YuWP5ZeIz9YZRspviWTWW"
"Las Áñez";2020-04-06;170370;"Pensar y Pensar";31;"2017-09-22";"1jWr1TWCS1BiTQeSiiIZh2"
"Facto Delafe y las flores azules";2020-04-06;158466;"Enero en la playa - Edit";36;"2005-07-10";"0DFm88WlNKVWXWivWX6fFU"
"Jamones con Tacones";2020-04-06;225179;"Mi Mongola Favorita";38;"2017-03-10";"23eEYxX9MX43wamf9Mx56x"
"JazzWoman";2020-04-06;130142;"Nano";37;"2018-10-21";"5ZhInYPA0mF81BHNFbToBG"
"La Mano Ajena";2020-04-06;169786;"Cumbia Klezmer";30;"2008-01-01";"1Ra9M1mo2LU1TQRSYJ7Vjg"
"Raimon";2020-04-06;108013;"Al Vent";35;"1963";"4BX3ERoGE35A23IQjVKu5e"
"Parquesvr";2020-04-06;408750;"Lance Armstrong";27;"2019-11-08";"4vYpbQX0FtgxwveZ9L2KJw"
"Danay Suárez";2020-04-06;256240;"Closer Now";34;"2017-03-03";"0SxyK98cx3baOS5WzORCNU"
"Pirat's Sound Sistema";2020-04-06;218680;"A.C.A.B.";26;"2018-02-09";"3qrlbiO9J3kDEoF2ximPpe"
"La Mare";2020-04-06;241580;"Sola";0;"2018-11-09";"474kZiQcAsjK140QGizBBw"
"Mojarra Electrica";2020-04-06;249933;"La Espuela de la Mojarra";0;"2015-01-26";"6urAtbEkdzYTSNWtlGQHOA"
"Juaneco Y Su Combo";2020-04-06;228000;"Linda Nena";38;"2016-03-11";"1XBTiJCFR4XFvymIUlnkKE"
"Els Pets";2020-04-06;198773;"La vida és molt avorrida sense el teu cos";43;"2018-10-19";"7GOrs39fh58BoWZQeYVbV3"
"Ebo Taylor";2020-04-06;492339;"Atwer Abroba";0;"1977";"5vf9w7uDuKx6FbaC82TlYg"
