"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Dusminguet";2019-08-19;220946;"Sonajeros";32;"1998";"64GrcVb9ntX11gRwcCa1NJ"
"Renato Carosone";2019-08-19;201245;"Piccolissima serenata";39;"2011-05-15";"5pvgUx68aVvUibpa1J9O56"
"Ayọ";2019-08-19;197186;"Sunny";54;"2013-01-01";"68djZfI4VlGij91ex5i5sq"
"T-Bone Walker";2019-08-19;171493;"Long Skirt Baby Blues";10;"2006-09-15";"62dQBMrIeoXQWj9ItL1vXp"
"Quadro Nuevo";2019-08-19;272866;"Swing Vagabond";0;"2007-01-30";"1OcpcwB3avC239uhn3PO2f"
"Rasha";2019-08-19;387902;"Azara Alhai";34;"1997-01-01";"4qKyrkwm1F2CvDUx6OGAw5"
"Arto Lindsay";2019-08-19;282893;"Personagem";5;"2004-05-11";"4i8bXvakUpGknyiyfxNuL7"
"Yo La Tengo";2019-08-19;233066;"Periodically Double or Triple";0;"2009-09-08";"5Vi8AMs747kpnUAJRrGx0p"
"Shantel";2019-08-19;128213;"Good Night Amanes";22;"2009-01-01";"7pwz7Azz6DBvsYnfhHUl4v"
"Paco Ibanez";2019-08-19;190266;"La Mala Reputacion - En Vivo";7;"2000-09-12";"2SlRkJCCDxhYej459ZJ2BC"
"Ondatrópica";2019-08-19;273466;"Tiene Sabor, Tiene Sazón";0;"2012-07-16";"00ncSDWdPuc4EkTblc0mEH"
"Dr Nele Karajlic";2019-08-19;235032;"Bubamara (Main Version)";38;"1998-02-02";"5IbXHF05fEGWn70rtON4ZZ"
"Rino Gaetano";2019-08-19;301666;"Sfiorivano le viole";55;"1976-09-01";"3s7QkjKcFtAlOpvYAQoG2i"
"Marino Marini";2019-08-19;196840;"Guaglione";43;"2002-01-24";"5qCCL89OkxuV9HZ0z8j9ue"
"Jungle by Night";2019-08-19;436272;"Hot Mama Hot";39;"2011-04-01";"3WubAWLnUCMzBsPKYkVWht"
"C.W. Stoneking";2019-08-19;234520;"Jungle Blues";31;"2008-01-01";"5vusynZ8knQTYMS6ZT43P0"
"La Cabra Mecanica";2019-08-19;228000;"El mundo ya no necesita otra canción de amor";33;"2005-09-03";"5265x3n6HWFELWXnbDDDn0"
"Angelo DeBarre";2019-08-19;219160;"La Gitane";37;"1989-01-07";"5wWUzrBjAqUJSUNmJGYUSd"
"Damir Kukuruzović Gipsy Jazz Quintet";2019-08-19;332800;"Swing Gitan";27;"2009-09-27";"06XiinS3EmZoXg9vID6Pnr"
"Trio Manouche";2019-08-19;219786;"Americano";44;"2012-08-20";"35PDozzFkUw0fKEZtcSaUb"
"17 Hippies";2019-08-19;227200;"El Dorado";31;"2009-01-30";"1wkzHx9rCVeLMjaqDuLkEp"
"La Canalla";2019-08-19;229840;"Tes Quiero May Lof";0;"2013-01-30";"2JHW5u3PH0lAyCcflbrrRH"
"Arizona Baby";2019-08-19;229213;"Wish You Were Here";38;"2010-01-01";"3BmLh6ul8Rbj9LiabRcKQ1"
"La Pandilla Voladora";2019-08-19;190082;"Del Deporte También Se Sale";33;"2013-07-02";"6ksnrVbMXqXz4sQyzRKi6d"
"Joséphine Baker";2019-08-19;147733;"La conga Blicoti";35;"1997";"5DGBIxdlqBREv2HbGICqM6"
"Goran Bregović";2019-08-19;249440;"Presidente";33;"2012-01-01";"2DHeoBHUMcTvCJwBsFe1ok"
"Boban Markovic Orkestar";2019-08-19;263933;"SAT";0;"2003-01-01";"0YaQG0IcgMi7FtXlOh0UF7"
"Balkan Beat Box";2019-08-19;228053;"Dancing With The Moon";0;"2010-03-08";"4dlXkLorsBNiBgN9Id7TTF"
"Hector Rivera";2019-08-19;151240;"I Want A Chance For Romance";31;"1966";"4ZfAGQYJL5dWaTBlHZOwUc"
"Najwajean";2019-08-19;201893;"Dead for You";31;"2007-06-18";"7vqfde7G6OHuTHWtDjoPA9"
