"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Habla de Mí en Presente";2022-08-22;180386;"KSA";30;"2022-02-11";"3uo7G0ZPuRjAsiZdf1EPFv"
"Travis Birds";2022-08-22;182835;"Cada Minuto";35;"2022-03-17";"2m0DTbRyGdGwBn76EOomDf"
"Néboa";2022-08-22;238069;"Coidar dunhas Colmeas";29;"2020-11-27";"7fVmJSw3mczfkfbZpQraRI"
"IZARO";2022-08-22;269482;"Delirios";38;"2022-04-29";"2kA0nYzjymPxh3qEkNcuwN"
"Grande Amore";2022-08-22;266266;"Vamos Enchernos (e Vamos Falar de Cousas)";31;"2021-05-21";"7jKsRtUKIs8n3RmLM5zcRY"
"Paco Moreno";2022-08-22;131710;"cashconverters";33;"2021-09-03";"3qhDtAhiOHiXv8UsSG7HX7"
"Lido Pimienta";2022-08-22;242445;"Te Queria";44;"2020-04-17";"6H6MZ54B5FLBLXXxWGEl7y"
"Marinah";2022-08-22;197053;"Constelación";0;"2021-03-12";"2k2FMz1ye6GQARoIwls1uR"
"Mexican Institute Of Sound";2022-08-22;178430;"A Ti Que Te Importa - Cumbia Manifesto Pt. 1";27;"2021-07-30";"2aoJei6DC090aoPASsCXQC"
"Sunsplash";2022-08-22;272007;"Lluvia";29;"2021-11-19";"6JLlvLd8i3AJ6syiNCtm2I"
"Marta Movidas";2022-08-22;206181;"Mi Fábrica de Baile";18;"2022-06-01";"528OCSnIgWG5xK0LhFbK8o"
"Cómo vivir en el campo";2022-08-22;256500;"Por Favor, Mátame";22;"2020-06-19";"3oOjPT68OLmtHStlwijDaB"
"Lass";2022-08-22;206960;"Mero Pertoulo";21;"2022-06-17";"6qqGP4ZAF1iKBIIWTegfoq"
"Lin Cortés";2022-08-22;214456;"Yo Te Encontraré (Banda Sonora Original)";38;"2021-10-22";"4hd1SHrGvhG8LjIoT6pPH2"
"Chill Mafia Records";2022-08-22;127173;"ay k emocion";33;"2021-02-14";"2FIlfGibr0Tx5dvEswc60Y"
"Mayra Andrade";2022-08-22;186413;"Segredu";48;"2019-02-08";"3xB66GJOyGe80myaJ9qAQ9"
"O'o";2022-08-22;242713;"Spin";32;"2022-06-17";"7KadHY7LEpK7hmLLWROGjz"
"Calavera";2022-08-22;280413;"Ámbar";0;"2021-04-09";"71Aj7SgHCTg6jfbo3jwEEf"
"Al Quetz";2022-08-22;259785;"Sin Protocolo";30;"2018-10-26";"2jszF0lGeiqyF4FTx45qeh"
"La Pegatina";2022-08-22;181983;"Nothing But A Lie";25;"2022-05-13";"6V9X2Z1BnzRS5YFGHytLWc"
"Lucía Fernanda";2022-08-22;172589;"Bailando Con Mi Gente";38;"2021-06-18";"6ROo0WvqVorSFd3sFOP6zg"
"The Limiñanas";2022-08-22;325000;"Au début c'était le début";34;"2021-09-10";"6Dpr7VxwL4dcuJQ623t4nh"
"iván fergón";2022-08-22;184136;"Marco Polo";25;"2021-03-25";"3d1lePfMtlIQ3q5NomBhN3"
"Anna Andreu";2022-08-22;167138;"La certesa";25;"2022-03-25";"3VqpbklBIEgJumeMpJW3tG"
"Montoya";2022-08-22;289589;"Solo Quiero ft. Pedrina - DJ Raff Remix";40;"2021-03-12";"5rGODVsEkgcT5EtHjgESjS"
"El Gato Negro";2022-08-22;267947;"T'aimes pas ça - Guts Edit";32;"2020-01-17";"67VYHrBbei7G1OuLgLzHbB"
"Estado Unido";2022-08-22;179725;"Real";0;"2021-08-13";"3j7tLfImofkpN1vD8LkaqB"
"Mazmorra Brillante";2022-08-22;236004;"El Muchacho de los Ojos Tristes";16;"2022-03-25";"1yawotCdmwd13O1QVIWFHe"
"Estrella Fugaz";2022-08-22;163615;"Max Y Ellen";23;"2019-05-16";"0d4hqQyI1psEQ66mHw4lFC"
"Eva Ryjlen";2022-08-22;220583;"Bailas";19;"2021-04-09";"5Y3evPWiT3AnTrj4yYivef"
