"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Radio Tarifa";2019-05-13;437333;"Oye China";18;"1994-03-04";"02G4K8LFZciEEnmqFNtZcG"
"Ry Cooder";2019-05-13;292306;"Chinito Chinito";38;"2005-05-29";"2ccTuT2NhU6vOaDehlU4DZ"
"Richard Bona";2019-05-13;338218;"Bilongo";6;"2016-06-24";"1IabJFOoxJYOb6QrqHFROp"
"Los Van Van";2019-05-13;341013;"Que Palo Es Ese";6;"1989-01-01";"5bI5NouH13TBFPaaHRIJkG"
"Daymé Arocena";2019-05-13;284180;"El Ruso";0;"2015-05-18";"0p44XVsbSNqAVuUEioqvF7"
"Poncho Sanchez";2019-05-13;393106;"Bésame Mama";43;"1996-01-01";"07nnA2Zlxl32A0CIB2qxlf"
"Arturo Sandoval";2019-05-13;466106;"Sofrito";27;"2016-12-09";"3ADZvBVqTCZjLvpFHRX5EH"
"Patáx";2019-05-13;393733;"Billie Jean";29;"2015-06-22";"10Sq761RNnAm1oYNWDITxe"
"Gnonnas Pédro";2019-05-13;305733;"Yiri Yiri Boum";0;"1980";"1uugUCkc33jvhFUQ6KzAYt"
"Chepín y su Orquesta Oriental";2019-05-13;154896;"Ya Yo Soy Feliz";0;"2004";"5DJfGXoKPl1Ar17HkpARcr"
"Meridian Brothers";2019-05-13;283106;"Salsa Caliente - Versión Aumentada";0;"2012-09-24";"41X2H1RsNkjrELghdVKNEV"
"Ricardo Ray";2019-05-13;214986;"Lookie, Lookie";0;"2009";"2p0oSn1smy7KlFq9k64fK2"
"Grupo Irakere";2019-05-13;248400;"La Vida Es Un Sueno";12;"2013-06-15";"7meVw7aybukqx1NLhWxlU3"
"¡Cubanismo!";2019-05-13;287333;"Marie Laveaux";23;"2000-08-22";"1DO074HiDpIdSmKauNeoJQ"
"DjeuhDjoah";2019-05-13;246333;"Tout le monde pense";39;"2015-04-06";"0wYeRVeqAzZxWmoWtZLV1O"
"Jorge Drexler";2019-05-13;236270;"Bolivia (feat. Caetano Veloso)";40;"2014-03-25";"1LtIOscLBDW8C8ZDDUriqi"
"Los Hijos del sol";2019-05-13;245031;"Cariñito";55;"2017-02-17";"4y6v6W4BoxN7HjlbxKL6lW"
"Salinas";2019-05-13;156537;"Tenha Fé, Pois Amanhã um Lindo Dia Vai Nascer";40;"2018-09-21";"78QZeFmsqxeoh5BBDfmYRs"
"Reina Guajira";2019-05-13;221367;"Camina y Vén";34;"2015-04-14";"2ArukGigPaHnOryEAPoI9A"
"Johnny Pacheco";2019-05-13;202050;"Llegaron Los Bonches";0;"2010-09-07";"2bm3ZMpGBpOb89fKbq8Fp7"
"Climaco Sarmiento";2019-05-13;142360;"Negro No Te Vayas";4;"2017-01-06";"52h4urEINXnhdVXMwC2h8F"
"Girma Bèyènè";2019-05-13;238440;"Enkèn Yèlélèbesh";49;"2016";"5Vg9np3c5uQSZFwvFyDpoW"
"Gyedu-Blay Ambolley";2019-05-13;416397;"Teacher";0;"2017-05-12";"1839OubmScYkH3Mr1u4quT"
"Bau";2019-05-13;248000;"Raquel";41;"1994-02-28";"4mRrpA90fLJyFhfjDDolV1"
"Mojarra Electrica";2019-05-13;215226;"El Hueco";0;"2009";"7CeCQlOrqbzy7Neh7GX8SA"
"Johnny Colón and His Orchestra";2019-05-13;375026;"You Gotta Love Me";0;"1967";"1x7WB2bsSYqHHfIQ7NeNyD"
"Abel Lima";2019-05-13;188200;"Corre Riba, Corre Baixo";45;"2016-05-27";"58gj8oagDeV8xq7ZWPaWNz"
"Andres Landero";2019-05-13;191746;"La Pava Congona";0;"2012-01-01";"6EsqKrqreoVsnArRLYg77B"
"Orquesta Aragon and Perez Prado";2019-05-13;157800;"Sabor";27;"2007-08-07";"0QcbowcGkS6p23e3WoMhQq"
"Alé Kumá";2019-05-13;175400;"Negro Mirar";0;"2007";"7ENleBUVzUFyueI0fx6qsS"
