"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Penguin Cafe Orchestra";2020-03-01;412373;"Scherzo And Trio";10;"2001-11-26";"0RrjiUMnxa6joC3BwTN5Aq"
"Robert Mitchum";2020-03-01;157613;"Beauty Is Only Skin Deep";29;"1957";"5apT2CtiyajTx5ymnSBt0x"
"Mark Lanegan";2020-03-01;188386;"Mack the Knife";18;"2013";"7cp4HPwRoCLIPCSo6YzxId"
"Andrea Motis";2020-03-01;304800;"Mediterráneo";31;"2019-03-01";"5RvZON3nk7EiYypuoFI4aQ"
"Delafé";2020-03-01;347050;"La gran ola";37;"2019-09-27";"5w2LJRhaoi8m9K2HXOeLKy"
"Cyrille Aimee";2020-03-01;156000;"Live Alone and Like It";36;"2016-01-22";"6TLoLpAz4m6oHZScZ9oSkK"
"Paco de Lucía";2020-03-01;379373;"Solo Quiero Caminar";14;"1995-01-01";"0rlxXjMipQyijnmdwNLemD"
"Luiz Bonfá";2020-03-01;147866;"Manhã de Carnaval";49;"2005-02-22";"60xmVPU5u2ABpEqi2g8ZIn"
"Nomade Orquestra";2020-03-01;384280;"Sonhos de Tóquio";27;"2014";"4gUcbUIJnG7UXSlkTOAFPT"
"La Sra. Tomasa";2020-03-01;213211;"Es Lo Que Hay";0;"2017-04-20";"0eDejJSCcU6Sr1BeX8D4Jm"
"Las Migas";2020-03-01;276434;"Me Mueve el Aire";40;"2012-05-28";"6LoKaRoyTL1eo4AiCdPfBd"
"Billie Holiday";2020-03-01;269146;"Speak Low";47;"1958-01-01";"4euFXiaCTmBkwh9HXjagp9"
"Maria Bethânia";2020-03-01;208706;"Saudade Dela";50;"2009";"1NddTXDQNGhxaE8yrvoMeI"
"Maika Makovski";2020-03-01;228266;"Not in Love";29;"2016-06-17";"1UmikZ3v395jBrooq0jh1b"
"Leyla McCalla";2020-03-01;167946;"Lavi Vye Neg";24;"2019-01-25";"24ZcXwoLdmjsrXTYWPsaXJ"
"Ornella Vanoni";2020-03-01;173866;"La voglia, la pazzia";53;"1976-10-25";"5O6YBiSMJZ4qB5opZCJHGH"
"Paco Ibanez";2020-03-01;222066;"Palabras para Julia - En Vivo";9;"2000-09-12";"2SlRkJCCDxhYej459ZJ2BC"
"Chico Buarque";2020-03-01;167880;"Essa Moça Tá Diferente";57;"1970-01-01";"3dbh9K8CNUq8BQcL0VxbZf"
"Xanguito";2020-03-01;241585;"Te Vendré a Cercar";43;"2017-09-08";"3XwNGOsSwwFR7k8RaAKQEE"
"Kepa Junkera";2020-03-01;235160;"Bok-Espok";32;"2009-03-17";"0rQmKOV70TUVRmsqFoayv6"
"Flavia Coelho";2020-03-01;191320;"Paraíso";11;"2018-12-07";"4CZnjP0sFOXE1nUlx1JOI6"
"El David Aguilar";2020-03-01;212400;"Cumbia de la Bici";37;"2014-06-07";"2lxzfzPESJSNK8BDtCOO6E"
"Tonolec";2020-03-01;264546;"Antiguos Dueños de las Flechas";30;"2005";"0uR0X0oiILxnxDauNaqKzc"
"ROSALÍA";2020-03-01;364657;"Si Tú Supieras Compañero";50;"2017-02-10";"7mGsUwMuhsKiOKx9X9k7tj"
"Evinha";2020-03-01;149420;"Que Bandeira";49;"1971-01-05";"7lskQR32sv0sV9zwkdRkKN"
"Macbeth the Great";2020-03-01;139878;"Buy Me A Zeppelin";31;"2005-06-01";"1YjDFbaO8xpuMnCg57WQoq"
"Marc Ribot";2020-03-01;217572;"Bella Ciao (Goodbye Beautiful)";31;"2018-09-14";"6h0amAqJiOPypw2LHLYKQ0"
"Paloma del Cerro";2020-03-01;242409;"Gozar Hasta Que Me Ausente";48;"2011-06-03";"7lv24E1PaqBcJdGopRCziP"
"The Blind Boys Of Alabama";2020-03-01;204133;"Run For A Long Time";0;"2016-05-13";"59KuljIPvEeGpPcKEKiNAg"
"Fats Waller";2020-03-01;483760;"Sweet & Slow";29;"2013-03-18";"269cduz5h5MhPIJoqMSMRV"
