"name";"date";"duration_ms";"song";"popularity";"release_date";"id"
"Niño de Elche";2019-06-17;327225;"Informe para Costa Rica";26;"2015-04-06";"1JcJLV1fBZqsxHWPdZM2TG"
"Elia y Elizabeth";2019-06-17;243240;"Alegria";0;"1973-09-12";"1SPkZWTgBsxIrbtlEbvXLa"
"Luiz Bonfá";2019-06-17;209986;"Malaguena Salerosa";42;"2008-01-01";"0JzPhNaeCm008ibj4vWkoA"
"Quantic";2019-06-17;508560;"Linda Morena";2;"2004";"17pxs6znlGfsW7ucTfupSz"
"New York Ska-Jazz Ensemble";2019-06-17;304000;"Take Five";0;"2008";"1sNG7Xq2rTH3JOfZnn1wCn"
"Bobby McFerrin";2019-06-17;244120;"Joshua";34;"2013-05-10";"4MgCtjrMLC62iaK1FviipK"
"Clark Terry";2019-06-17;164413;"Spanish Rice";40;"1966-01-01";"2RW3cLeqHhdg7nm1hJas0s"
"Trio Serenata";2019-06-17;173493;"Cumbia Sobre el Mar";0;"2011-12-05";"7JjTvJwJsTwy5P2CxXHofO"
"Miguel Poveda";2019-06-17;235640;"Son De Negros En Cuba";28;"2017-12-08";"1rP4fMzpjAjx80CB5NgQos"
"Kitty, Daisy & Lewis";2019-06-17;260213;"Tomorrow";0;"2011-01-01";"3BpnUfFJ5YLXjzCvXv4hI5"
"Omara Portuondo";2019-06-17;227413;"¿Dónde Estabas Tú?";0;"2000-04-17";"14IVwO0ZopBuaLEupTFx4O"
"Salif Keita";2019-06-17;394946;"Madan - Remixed by Gekko";28;"2004-01-01";"1jTdV5ULuHJp2u3PDeBNCK"
"Maria Rita";2019-06-17;275333;"Dos gardenias";36;"2003-10-01";"0xLGxMlF7mzPccjawvljuw"
"Alice Russell";2019-06-17;225853;"Boogaloo 33";5;"2012-03-03";"5VG1axBYL3aXMvy0oB7S3Z"
"Los Zafiros";2019-06-17;156426;"Bossa Cubana";22;"2008-06-03";"2rTH4xLNxQxVrEBR5ykFLd"
"Emir Kusturica & The No Smoking Orchestra";2019-06-17;222840;"Evergreen - 'Life Is A Miracle' Original Soundtrack";21;"2004-01-01";"7qYvgzNzni0JD1qhomXsje"
"Sanseverino";2019-06-17;179173;"Mal ô mains";35;"2001";"7pD84tJhT9ZxtSXbzSj7KN"
"Cheikh Lô";2019-06-17;271053;"Il N'est Jamais Trop Tard";0;"2010-08-23";"4bgrysSk4I1aEPWPJemA43"
"Rey Cabrera";2019-06-17;251173;"Hasta Siempre Comandante (Guajira)";35;"2006";"2BMNWxKqBcM0I3ZDBFGNpE"
"Yusa";2019-06-17;186906;"Conga Pasajera";38;"2008-01-01";"4isCKMXRJtBSxOVeeK7NbD"
"Orchestra Super Mazembe";2019-06-17;288666;"Jiji";34;"1980-01-04";"5CXtRth2B29MOrtgS1Dtoc"
"Sole Gimenez";2019-06-17;200706;"Je ne veux pas travailler";41;"2012-10-10";"2mDsrcGDeBrZxJeunS9Diy"
"Rozalén";2019-06-17;234743;"Antes De Verte (with Kevin Johansen)";49;"2017-09-15";"6LvauKnko6HIqPHfQLzhOL"
"Thomas Dutronc";2019-06-17;130186;"J'suis pas d'ici";44;"2007-01-01";"4AMq62xQ6mKVqgfDwvbY4Z"
"Cuarteto Oriente";2019-06-17;487866;"Mueve la Cintura Mulata";48;"1994";"0GZUZoUv9uZyfdK35z6zwb"
"Orlando ""Cachaíto"" López";2019-06-17;290826;"Redencion";0;"2001-01-01";"6TmYetfvzmciiIdW4id3sB"
"Buena Vista Social Club";2019-06-17;227760;"Quizás, Quizás - Live";0;"2008-10-13";"2g0pooEvkjfFIB0fOL4izf"
"Eric Bibb";2019-06-17;337813;"L.A.";0;"2012-06-11";"0iCTlIDHmMZYwyBPdAzusm"
"Charlie Parker";2019-06-17;167560;"Tico Tico";14;"2006-10-10";"5IgkrXnhl9A4Kh4LzRZGU6"
"Blick Bassy";2019-06-17;124053;"Mama";0;"2016-06-17";"0rijXtttPw44WHZX7rred7"
