played_at;track.name;name;played;day
2025-01-14T08:40:09.178Z;Sinister Purpose;Creedence Clearwater Revival;2025-01-14 08:40:09.178;2025-01-14
2025-01-14T08:42:48.707Z;Soul Man;Sam & Dave;2025-01-14 08:42:48.707;2025-01-14
2025-01-14T08:46:18.158Z;Stuck In The Middle With You;Stealers Wheel;2025-01-14 08:46:18.158;2025-01-14
2025-01-14T08:48:39.656Z;Hard to Handle;Otis Redding;2025-01-14 08:48:39.656;2025-01-14
2025-01-14T08:54:33.215Z;The Thrill Is Gone;B.B. King;2025-01-14 08:54:33.215;2025-01-14
2025-01-14T08:58:35.620Z;Down To The Waterline;Dire Straits;2025-01-14 08:58:35.62;2025-01-14
2025-01-14T09:01:43.679Z;Venus;Shocking Blue;2025-01-14 09:01:43.679;2025-01-14
2025-01-14T09:06:15.759Z;Magic Carpet Ride;Steppenwolf;2025-01-14 09:06:15.759;2025-01-14
2025-01-14T09:12:04.649Z;Sultans Of Swing;Dire Straits;2025-01-14 09:12:04.649;2025-01-14
2025-01-14T09:16:39.300Z;Susie Q;Creedence Clearwater Revival;2025-01-14 09:16:39.3;2025-01-14
2025-01-14T09:19:34.662Z;Somebody to Love;Jefferson Airplane;2025-01-14 09:19:34.662;2025-01-14
2025-01-14T09:22:14.378Z;Up Around The Bend;Creedence Clearwater Revival;2025-01-14 09:22:14.378;2025-01-14
2025-01-14T09:25:10.041Z;Right Place Wrong Time;Dr. John;2025-01-14 09:25:10.041;2025-01-14
2025-01-14T09:28:47.899Z;50 Ways to Leave Your Lover;Paul Simon;2025-01-14 09:28:47.899;2025-01-14
2025-01-14T09:31:44.763Z;Green Onions;Booker T. & the M.G.'s;2025-01-14 09:31:44.763;2025-01-14
2025-01-14T09:37:29.544Z;Boom Boom;John Lee Hooker;2025-01-14 09:37:29.544;2025-01-14
2025-01-14T09:40:57.338Z;Long Train Runnin';The Doobie Brothers;2025-01-14 09:40:57.338;2025-01-14
2025-01-14T09:43:43.187Z;Louie Louie;The Kingsmen;2025-01-14 09:43:43.187;2025-01-14
2025-01-14T09:46:49.949Z;The Man in Me;Bob Dylan;2025-01-14 09:46:49.949;2025-01-14
2025-01-14T09:49:24.156Z;For What It's Worth;Buffalo Springfield;2025-01-14 09:49:24.156;2025-01-14
2025-01-14T09:53:09.237Z;Lady Writer;Dire Straits;2025-01-14 09:53:09.237;2025-01-14
2025-01-14T09:57:23.666Z;Midnight Special;Creedence Clearwater Revival;2025-01-14 09:57:23.666;2025-01-14
2025-01-14T10:00:31.271Z;Heart of Gold;Neil Young;2025-01-14 10:00:31.271;2025-01-14
2025-01-14T10:04:15.572Z;Move Over;Janis Joplin;2025-01-14 10:04:15.572;2025-01-14
2025-01-14T10:07:14.173Z;Vehicle;The Ides Of March;2025-01-14 10:07:14.173;2025-01-14
2025-01-14T10:09:48.774Z;Green River;Creedence Clearwater Revival;2025-01-14 10:09:48.774;2025-01-14
2025-01-14T10:13:16.454Z;Before You Accuse Me (Take A Look At Yourself);Creedence Clearwater Revival;2025-01-14 10:13:16.454;2025-01-14
2025-01-14T10:35:27.144Z;Six Blade Knife;Dire Straits;2025-01-14 10:35:27.144;2025-01-14
2025-01-14T13:02:10.889Z;Kaikkea pahaa;Pyhimys;2025-01-14 13:02:10.889;2025-01-14
2025-01-14T13:05:28.587Z;Ruoska;Käärijä;2025-01-14 13:05:28.587;2025-01-14
2025-01-14T13:08:03.991Z;Pariisin kevät;SHRTY;2025-01-14 13:08:03.991;2025-01-14
2025-01-14T13:11:58.236Z;Sami tosi isot imas;Pyhimys;2025-01-14 13:11:58.236;2025-01-14
2025-01-14T13:13:52.992Z;Missaat Mut;Isac Elliot;2025-01-14 13:13:52.992;2025-01-14
2025-01-14T13:27:09.638Z;Cha Cha Cha;Käärijä;2025-01-14 13:27:09.638;2025-01-14
2025-01-14T13:29:18.826Z;Lambo (feat. VJ);DAVI;2025-01-14 13:29:18.826;2025-01-14
2025-01-14T13:33:11.681Z;Kultaa Hiuksissa;Olavi Uusivirta;2025-01-14 13:33:11.681;2025-01-14
2025-01-14T13:37:20.932Z;Kaunotar ja Sirviö;Pyhimys;2025-01-14 13:37:20.932;2025-01-14
2025-01-14T13:43:59.024Z;Kirjoituksia;Ultra Bra;2025-01-14 13:43:59.024;2025-01-14
