played_at;track.name;name;played;day
2023-12-07T12:29:12.693Z;HIGHEST IN THE ROOM;Travis Scott;2023-12-07 12:29:12.693;2023-12-07
2023-12-07T12:32:26.052Z;Call Me Maybe;Carly Rae Jepsen;2023-12-07 12:32:26.052;2023-12-07
2023-12-07T12:36:06.317Z;Middle;DJ Snake;2023-12-07 12:36:06.317;2023-12-07
2023-12-07T12:39:27.805Z;Just the Way You Are;Bruno Mars;2023-12-07 12:39:27.805;2023-12-07
2023-12-07T12:54:13.061Z;Tusa;KAROL G;2023-12-07 12:54:13.061;2023-12-07
2023-12-07T12:59:07.106Z;Billie Jean;Michael Jackson;2023-12-07 12:59:07.106;2023-12-07
2023-12-07T13:01:53.012Z;Head & Heart (feat. MNEK);Joel Corry;2023-12-07 13:01:53.012;2023-12-07
2023-12-07T13:05:41.365Z;Centuries;Fall Out Boy;2023-12-07 13:05:41.365;2023-12-07
2023-12-07T13:09:15.116Z;Happier;Marshmello;2023-12-07 13:09:15.116;2023-12-07
2023-12-07T13:12:38.087Z;More Than You Know;Axwell /\ Ingrosso;2023-12-07 13:12:38.087;2023-12-07
2023-12-07T13:15:10.074Z;Ain't No Mountain High Enough;Marvin Gaye;2023-12-07 13:15:10.074;2023-12-07
2023-12-07T13:22:46.077Z;Lean On (feat. MØ & DJ Snake);Major Lazer;2023-12-07 13:22:46.077;2023-12-07
2023-12-07T13:26:13.138Z;Adore You;Harry Styles;2023-12-07 13:26:13.138;2023-12-07
2023-12-07T13:29:41.754Z;Kiss Me More (feat. SZA);Doja Cat;2023-12-07 13:29:41.754;2023-12-07
2023-12-07T13:32:29.082Z;Breaking Me;Topic;2023-12-07 13:32:29.082;2023-12-07
2023-12-07T13:37:24.037Z;Fix You;Coldplay;2023-12-07 13:37:24.037;2023-12-07
2023-12-07T13:40:53.013Z;Highway to Hell;AC/DC;2023-12-07 13:40:53.013;2023-12-07
2023-12-07T13:44:05.104Z;My House;Flo Rida;2023-12-07 13:44:05.104;2023-12-07
2023-12-07T13:56:11.074Z;Attention;Charlie Puth;2023-12-07 13:56:11.074;2023-12-07
2023-12-07T14:00:02.009Z;Animals;Maroon 5;2023-12-07 14:00:02.009;2023-12-07
2023-12-07T14:03:12.759Z;Señorita;Shawn Mendes;2023-12-07 14:03:12.759;2023-12-07
2023-12-07T14:06:52.299Z;Bruises;Lewis Capaldi;2023-12-07 14:06:52.299;2023-12-07
2023-12-07T14:10:23.882Z;Heartless;Kanye West;2023-12-07 14:10:23.882;2023-12-07
2023-12-07T14:16:10.340Z;Flowers;Miley Cyrus;2023-12-07 14:16:10.34;2023-12-07
2023-12-07T14:18:53.008Z;La Bachata;Manuel Turizo;2023-12-07 14:18:53.008;2023-12-07
2023-12-07T14:22:24.053Z;MIA;Bad Bunny;2023-12-07 14:22:24.053;2023-12-07
2023-12-07T14:25:47.038Z;Levitating (feat. DaBaby);Dua Lipa;2023-12-07 14:25:47.038;2023-12-07
2023-12-07T14:29:36.401Z;Despacito;Luis Fonsi;2023-12-07 14:29:36.401;2023-12-07
2023-12-07T14:33:14.007Z;Talking to the Moon;Bruno Mars;2023-12-07 14:33:14.007;2023-12-07
2023-12-07T14:40:30.283Z;Firestone;Kygo;2023-12-07 14:40:30.283;2023-12-07
2023-12-07T14:43:19.421Z;¡Oh, Algoritmo! (feat. Noga Erez);Jorge Drexler;2023-12-07 14:43:19.421;2023-12-07
2023-12-07T14:47:44.144Z;Me Duele;Bomba Estéreo;2023-12-07 14:47:44.144;2023-12-07
2023-12-07T14:57:07.283Z;Bonito;Jarabe De Palo;2023-12-07 14:57:07.283;2023-12-07
2023-12-07T15:00:08.327Z;Mon Amour - Remix;zzoilo;2023-12-07 15:00:08.327;2023-12-07
2023-12-07T15:03:24.537Z;Que Se Sepa;Roberto Roena Y Su Apollo Sound;2023-12-07 15:03:24.537;2023-12-07
2023-12-07T15:06:18.472Z;Iballa (feat. Mala Rodríguez);Fuel Fandango;2023-12-07 15:06:18.472;2023-12-07
2023-12-07T15:09:22.025Z;Prisa;Camila Pérez;2023-12-07 15:09:22.025;2023-12-07
2023-12-07T15:11:17.696Z;Toda una Vida;Pedro Guerra;2023-12-07 15:11:17.696;2023-12-07
2023-12-07T15:15:17.237Z;Tocarte;Jorge Drexler;2023-12-07 15:15:17.237;2023-12-07
2023-12-07T15:21:52.992Z;Flowers;Miley Cyrus;2023-12-07 15:21:52.992;2023-12-07
2023-12-07T15:25:50.088Z;I'm Good (Blue);David Guetta;2023-12-07 15:25:50.088;2023-12-07
2023-12-07T15:28:27.192Z;Unholy (feat. Kim Petras);Sam Smith;2023-12-07 15:28:27.192;2023-12-07
2023-12-07T15:32:31.198Z;Last Night;Morgan Wallen;2023-12-07 15:32:31.198;2023-12-07
2023-12-07T15:36:13.801Z;Creepin' (with The Weeknd & 21 Savage);Metro Boomin;2023-12-07 15:36:13.801;2023-12-07
2023-12-07T15:56:48.955Z;Soleil;Roméo Elvis;2023-12-07 15:56:48.955;2023-12-07
2023-12-07T16:00:45.665Z;1000°C;Lomepal;2023-12-07 16:00:45.665;2023-12-07
2023-12-07T16:04:08.248Z;Tout oublier;Angèle;2023-12-07 16:04:08.248;2023-12-07
2023-12-07T16:07:29.806Z;Anti-Hero;Taylor Swift;2023-12-07 16:07:29.806;2023-12-07
2023-12-07T16:10:44.913Z;un x100to;Grupo Frontera;2023-12-07 16:10:44.913;2023-12-07
2023-12-07T16:13:43.833Z;Cruel Summer;Taylor Swift;2023-12-07 16:13:43.833;2023-12-07
2023-12-07T19:23:56.447Z;vampire;Olivia Rodrigo;2023-12-07 19:23:56.447;2023-12-07
