played_at;track.name;name;played;day
2023-11-13T07:55:48.632Z;Jarana;Hugo Cobo;2023-11-13 07:55:48.632;2023-11-13
2023-11-13T07:59:02.324Z;Soy Yo;Hugo Cobo;2023-11-13 07:59:02.324;2023-11-13
2023-11-13T08:02:10.493Z;nana triste;Natalia Lacunza;2023-11-13 08:02:10.493;2023-11-13
2023-11-13T08:04:45.309Z;Sin Lactosa;Hugo Cobo;2023-11-13 08:04:45.309;2023-11-13
2023-11-13T08:09:59.372Z;Melatonina;Chica Sobresalto;2023-11-13 08:09:59.372;2023-11-13
2023-11-13T09:19:26.395Z;Un Amor;Amatria;2023-11-13 09:19:26.395;2023-11-13
2023-11-13T09:23:02.103Z;Brilla Per Tu;Xarim Aresté;2023-11-13 09:23:02.103;2023-11-13
2023-11-13T09:25:14.105Z;Saps les Meves Eines;Miquel Serra;2023-11-13 09:25:14.105;2023-11-13
2023-11-13T09:27:26.102Z;L'Arbre Ple de Flors;Guillem Ramisa;2023-11-13 09:27:26.102;2023-11-13
2023-11-13T09:30:48.059Z;El gran salt;Manel;2023-11-13 09:30:48.059;2023-11-13
2023-11-13T09:34:01.075Z;Los Tontos;C. Tangana;2023-11-13 09:34:01.075;2023-11-13
2023-11-13T09:36:07.114Z;Sabor a Mí;Antonio González;2023-11-13 09:36:07.114;2023-11-13
2023-11-13T09:38:48.125Z;LA COMBI VERSACE;ROSALÍA;2023-11-13 09:38:48.125;2023-11-13
2023-11-13T09:41:16.035Z;Coti x Coti;The Tyets;2023-11-13 09:41:16.035;2023-11-13
2023-11-13T09:44:23.086Z;タイム・リミット;CASIOPEA;2023-11-13 09:44:23.086;2023-11-13
2023-11-13T09:47:52.048Z;Red Wine (feat. Empress Of);MØ;2023-11-13 09:47:52.048;2023-11-13
2023-11-13T09:52:36.126Z;Girls Go Wild;LP;2023-11-13 09:52:36.126;2023-11-13
2023-11-13T09:55:43.147Z;Thunderclouds (feat. Sia, Diplo, and Labrinth);Sia;2023-11-13 09:55:43.147;2023-11-13
2023-11-13T12:30:20.507Z;Say My Name;David Guetta;2023-11-13 12:30:20.507;2023-11-13
2023-11-13T12:33:13.059Z;Black Market Stuff;Hot Swing Sextet;2023-11-13 12:33:13.059;2023-11-13
2023-11-13T12:56:32.847Z;La Nube;Amatria;2023-11-13 12:56:32.847;2023-11-13
2023-11-13T12:59:29.106Z;Cariñito;Novedades Carminha;2023-11-13 12:59:29.106;2023-11-13
2023-11-13T13:02:21.116Z;Iballa (feat. Mala Rodríguez);Fuel Fandango;2023-11-13 13:02:21.116;2023-11-13
2023-11-13T13:06:17.050Z;Cuarteles de Invierno;Vetusta Morla;2023-11-13 13:06:17.05;2023-11-13
2023-11-13T13:09:30.113Z;Los Dineros;CARLANGAS;2023-11-13 13:09:30.113;2023-11-13
2023-11-13T13:13:05.050Z;Dopamina;Veintiuno;2023-11-13 13:13:05.05;2023-11-13
2023-11-13T13:16:26.050Z;Nunha Aldea;Catuxa Salom;2023-11-13 13:16:26.05;2023-11-13
2023-11-13T13:20:20Z;Chinches;Amatria;2023-11-13 13:20:20;2023-11-13
2023-11-13T13:23:24.120Z;Te Quiero Igual;Novedades Carminha;2023-11-13 13:23:24.12;2023-11-13
2023-11-13T13:27:24.053Z;Como el viento;Depedro;2023-11-13 13:27:24.053;2023-11-13
2023-11-13T13:30:20.139Z;CAMALEÓN;Belén Aguilera;2023-11-13 13:30:20.139;2023-11-13
2023-11-13T13:32:47.363Z;Cabeza Loca;CARLANGAS;2023-11-13 13:32:47.363;2023-11-13
2023-11-13T13:35:21.111Z;Do It;The Sunday Drivers;2023-11-13 13:35:21.111;2023-11-13
2023-11-13T13:38:53.804Z;En Egipto Se Anda Así;Los Jaguares De La Bahía;2023-11-13 13:38:53.804;2023-11-13
2023-11-13T13:42:05.932Z;Un Manantial;Amatria;2023-11-13 13:42:05.932;2023-11-13
2023-11-13T13:45:20.335Z;Prometo No Olvidar;La Casa Azul;2023-11-13 13:45:20.335;2023-11-13
2023-11-13T13:50:45.584Z;La vida moderna (feat. Love of Lesbian);Veintiuno;2023-11-13 13:50:45.584;2023-11-13
2023-11-13T14:21:06.345Z;Suave;Eskorzo;2023-11-13 14:21:06.345;2023-11-13
2023-11-13T14:22:51.094Z;Suave;Eskorzo;2023-11-13 14:22:51.094;2023-11-13
2023-11-13T14:27:26.082Z;Escorpiones de Tequila;BAMBIKINA;2023-11-13 14:27:26.082;2023-11-13
2023-11-13T15:45:26.787Z;Sal de Mí;Operación Triunfo 2020;2023-11-13 15:45:26.787;2023-11-13
2023-11-13T15:49:06.812Z;Celébrate;Miki Núñez;2023-11-13 15:49:06.812;2023-11-13
2023-11-13T16:58:15.234Z;Sol y sombra;Amatria;2023-11-13 16:58:15.234;2023-11-13
2023-11-13T17:00:01.856Z;Viento Y Vida;Miki Núñez;2023-11-13 17:00:01.856;2023-11-13
2023-11-13T17:04:03.085Z;Wonder;Alfred García;2023-11-13 17:04:03.085;2023-11-13
2023-11-13T17:07:17.852Z;Intenta Olvidarme;Hugo Cobo;2023-11-13 17:07:17.852;2023-11-13
2023-11-13T17:10:35.276Z;Nudes;Veintiuno;2023-11-13 17:10:35.276;2023-11-13
2023-11-13T17:13:33.507Z;Teveo;Hugo Cobo;2023-11-13 17:13:33.507;2023-11-13
2023-11-13T17:16:42.453Z;Olivia;Natalia Lacunza;2023-11-13 17:16:42.453;2023-11-13
2023-11-13T17:20:08.515Z;8 Maravillas;NIA;2023-11-13 17:20:08.515;2023-11-13
2023-11-13T19:22:35.423Z;Demonios;Hugo Cobo;2023-11-13 19:22:35.423;2023-11-13
2023-11-13T19:25:15.601Z;¿Qué Tal?;Manel Navarro;2023-11-13 19:25:15.601;2023-11-13
