played_at;track.name;name;played;day
2024-09-30T07:31:24.095Z;Diga Diga Doo;Big Bad Voodoo Daddy;2024-09-30 07:31:24.095;2024-09-30
2024-09-30T12:56:25.302Z;God Bless My Solo;Illinois Jacquet;2024-09-30 12:56:25.302;2024-09-30
2024-09-30T12:59:09.105Z;We Cats Will Swing for You;The Cats & The Fiddle;2024-09-30 12:59:09.105;2024-09-30
2024-09-30T13:02:13.087Z;Rip Van Winkle;Lily Wilde and her Jumpin' Jubilee Orchestra;2024-09-30 13:02:13.087;2024-09-30
2024-09-30T13:05:53.079Z;I Wanna Be Like You;Big Bad Voodoo Daddy;2024-09-30 13:05:53.079;2024-09-30
2024-09-30T13:09:31.044Z;Mr. Pinstripe Suit;Big Bad Voodoo Daddy;2024-09-30 13:09:31.044;2024-09-30
2024-09-30T13:12:28.555Z;Loose Wig;Hot Swing Sextet;2024-09-30 13:12:28.555;2024-09-30
2024-09-30T13:15:26.087Z;Blitzkrieg Baby (You Can't Bomb Me);Gordon Webster;2024-09-30 13:15:26.087;2024-09-30
2024-09-30T13:18:02.054Z;Black Market Stuff;Hot Swing Sextet;2024-09-30 13:18:02.054;2024-09-30
2024-09-30T13:20:51.428Z;Castle Rock;Johnny Hodges & His Orchestra;2024-09-30 13:20:51.428;2024-09-30
2024-09-30T13:24:54.010Z;Sister Kate;Gentlemen & Gangsters;2024-09-30 13:24:54.01;2024-09-30
2024-09-30T13:28:14.067Z;Baby, Won't You Please Come Home - Remastered;Jonah Jones;2024-09-30 13:28:14.067;2024-09-30
2024-09-30T13:33:13.015Z;Minnie The Moocher;Big Bad Voodoo Daddy;2024-09-30 13:33:13.015;2024-09-30
2024-09-30T16:07:55.301Z;Effervescent Blues;Hot Swing Sextet;2024-09-30 16:07:55.301;2024-09-30
2024-09-30T16:10:15.387Z;Mr. Pinstripe Suit;Big Bad Voodoo Daddy;2024-09-30 16:10:15.387;2024-09-30
