played_at;track.name;name;played;day
2023-08-31T11:53:18.540Z;Mira cómo vuelo;Miss Caffeina;2023-08-31 11:53:18.54;2023-08-31
2023-08-31T11:57:49.988Z;La Revolución Sexual;La Casa Azul;2023-08-31 11:57:49.988;2023-08-31
2023-08-31T12:00:25.699Z;Los Sofás de Mis Amigos;Amatria;2023-08-31 12:00:25.699;2023-08-31
2023-08-31T12:03:32.439Z;Tienes Flow - Mix 2019;Colectivo Panamera;2023-08-31 12:03:32.439;2023-08-31
2023-08-31T12:06:43.580Z;Delicadeza;Veintiuno;2023-08-31 12:06:43.58;2023-08-31
2023-08-31T12:10:41.430Z;Como el viento;DePedro;2023-08-31 12:10:41.43;2023-08-31
2023-08-31T12:14:00.401Z;Thai;Fuel Fandango;2023-08-31 12:14:00.401;2023-08-31
2023-08-31T12:16:29.528Z;Arde Madrid - Remix;Julia de Castro;2023-08-31 12:16:29.528;2023-08-31
2023-08-31T12:19:41.463Z;Take on Me;Anni B Sweet;2023-08-31 12:19:41.463;2023-08-31
2023-08-31T12:23:26.427Z;Magia y Efectos Especiales;IZAL;2023-08-31 12:23:26.427;2023-08-31
2023-08-31T12:27:21.367Z;Toda la vida;Fuel Fandango;2023-08-31 12:27:21.367;2023-08-31
2023-08-31T12:30:50.590Z;Dicen por Ahí;LUIS BREA;2023-08-31 12:30:50.59;2023-08-31
2023-08-31T12:33:49.380Z;Centinelas;Colectivo Panamera;2023-08-31 12:33:49.38;2023-08-31
2023-08-31T12:36:55.442Z;Perreo Bonito;Carlos Sadness;2023-08-31 12:36:55.442;2023-08-31
2023-08-31T12:39:57.527Z;De Momento Abril;La Bien Querida;2023-08-31 12:39:57.527;2023-08-31
2023-08-31T12:43:37.552Z;De la Cueva a los Olivos;Queralt Lahoz;2023-08-31 12:43:37.552;2023-08-31
2023-08-31T12:46:33.474Z;Para olvidar;Colectivo Panamera;2023-08-31 12:46:33.474;2023-08-31
2023-08-31T12:49:10.611Z;Techno Manchego (asiejque);Amatria;2023-08-31 12:49:10.611;2023-08-31
2023-08-31T13:34:04.024Z;Ni un Beso;Delaporte;2023-08-31 13:34:04.024;2023-08-31
2023-08-31T13:38:03.268Z;La primavera;Delafe y las flores azules;2023-08-31 13:38:03.268;2023-08-31
2023-08-31T13:43:14.415Z;Toro;El Columpio Asesino;2023-08-31 13:43:14.415;2023-08-31
2023-08-31T13:47:11.480Z;Eco;IZAL;2023-08-31 13:47:11.48;2023-08-31
2023-08-31T13:52:08.612Z;Antes de Morirme (feat. ROSALÍA);C. Tangana;2023-08-31 13:52:08.612;2023-08-31
