played_at;track.name;name;played;day
2024-03-20T08:23:54.709Z;What Did She Do ?;Reverent Juke;2024-03-20 08:23:54.709;2024-03-20
2024-03-20T08:27:16.445Z;Don't Say You Don't;Reverent Juke;2024-03-20 08:27:16.445;2024-03-20
2024-03-20T09:16:18.336Z;Jeep's Blues;Reverent Juke;2024-03-20 09:16:18.336;2024-03-20
2024-03-20T09:19:20.779Z;The Jeep Is Jumpin';Reverent Juke;2024-03-20 09:19:20.779;2024-03-20
2024-03-20T09:21:58.179Z;Black Market Stuff;Hot Swing Sextet;2024-03-20 09:21:58.179;2024-03-20
2024-03-20T09:24:18.553Z;Shorty;Bun-Jon & The Big Jive;2024-03-20 09:24:18.553;2024-03-20
2024-03-20T09:27:25.190Z;Gettin' In The Groove;Francis Panama And His Savoy Sultans;2024-03-20 09:27:25.19;2024-03-20
2024-03-20T09:56:42.250Z;He May Be Yours;Blue Harlem;2024-03-20 09:56:42.25;2024-03-20
2024-03-20T10:06:10.471Z;berlin U5 (REPUTA);Zahara;2024-03-20 10:06:10.471;2024-03-20
2024-03-20T10:10:08.875Z;Qué Bello Es Vivir;El Kanka;2024-03-20 10:10:08.875;2024-03-20
2024-03-20T10:12:55.030Z;Tuyo;Zahara;2024-03-20 10:12:55.03;2024-03-20
2024-03-20T10:15:56.174Z;Mon Amour - Remix;zzoilo;2024-03-20 10:15:56.174;2024-03-20
2024-03-20T11:19:41.295Z;Músic de Carrer;Txarango;2024-03-20 11:19:41.295;2024-03-20
2024-03-20T11:22:43.081Z;La Vuelta al Mundo;Txarango;2024-03-20 11:22:43.081;2024-03-20
2024-03-20T11:26:12.509Z;Alegre i Encantada;Txarango;2024-03-20 11:26:12.509;2024-03-20
2024-03-20T11:30:02.365Z;Corazón Viajero;Txarango;2024-03-20 11:30:02.365;2024-03-20
2024-03-20T11:33:45.842Z;Camp de Batalla;Txarango;2024-03-20 11:33:45.842;2024-03-20
2024-03-20T11:37:31.035Z;Benvinguts;Txarango;2024-03-20 11:37:31.035;2024-03-20
2024-03-20T15:50:07.218Z;Entre Canuts;La Gossa Sorda;2024-03-20 15:50:07.218;2024-03-20
2024-03-20T18:37:44.193Z;Copacabana;IZAL;2024-03-20 18:37:44.193;2024-03-20
2024-03-20T18:40:22.051Z;DESPECHÁ;ROSALÍA;2024-03-20 18:40:22.051;2024-03-20
2024-03-20T18:44:17.440Z;Arte Moderno;IZAL;2024-03-20 18:44:17.44;2024-03-20
2024-03-20T18:48:36.218Z;Lo Que Te Mereces;Viva Suecia;2024-03-20 18:48:36.218;2024-03-20
2024-03-20T18:51:43.188Z;El Fango;Zahara;2024-03-20 18:51:43.188;2024-03-20
2024-03-20T18:54:40.031Z;Me Gusta La Vida;Funambulista;2024-03-20 18:54:40.031;2024-03-20
2024-03-20T18:55:38.823Z;Emborracharme;Lori Meyers;2024-03-20 18:55:38.823;2024-03-20
