played_at;track.name;name;played;day
2024-01-31T07:07:06.011Z;Bottom's Up;Swing Shouters;2024-01-31 07:07:06.011;2024-01-31
2024-01-31T07:07:21.824Z;Junk Of The Heart (Happy);The Kooks;2024-01-31 07:07:21.824;2024-01-31
2024-01-31T07:11:31.218Z;Sami tosi isot imas;Pyhimys;2024-01-31 07:11:31.218;2024-01-31
2024-01-31T15:04:11.190Z;Colors;Black Pumas;2024-01-31 15:04:11.19;2024-01-31
2024-01-31T15:08:06.226Z;Red Line - Radio Version;Izo FitzRoy;2024-01-31 15:08:06.226;2024-01-31
2024-01-31T15:11:13.943Z;That's Life;Frank Sinatra;2024-01-31 15:11:13.943;2024-01-31
2024-01-31T15:13:59.124Z;Spooky;Dusty Springfield;2024-01-31 15:13:59.124;2024-01-31
2024-01-31T15:17:18.409Z;Son of a Preacher Man;Aretha Franklin;2024-01-31 15:17:18.409;2024-01-31
2024-01-31T15:33:10.186Z;Kaikkea pahaa;Pyhimys;2024-01-31 15:33:10.186;2024-01-31
2024-01-31T15:38:10.434Z;La Salsa Nunca Se Acaba (The Salsa Never Ends);Susie Hansen;2024-01-31 15:38:10.434;2024-01-31
2024-01-31T15:49:50.472Z;Left Hand Free;alt-J;2024-01-31 15:49:50.472;2024-01-31
2024-01-31T15:53:55.038Z;Shape of You (feat. Zion & Lennox) - Latin Remix;Ed Sheeran;2024-01-31 15:53:55.038;2024-01-31
2024-01-31T18:20:42.885Z;La Murga;Willie Colón;2024-01-31 18:20:42.885;2024-01-31
2024-01-31T20:16:52.509Z;Anda Jaleo;Los Aurora;2024-01-31 20:16:52.509;2024-01-31
2024-01-31T20:17:01.224Z;Chandelier;Sia;2024-01-31 20:17:01.224;2024-01-31
