played_at;track.name;name;played;day
2024-02-21T08:43:02.079Z;Play To Win;Nick Waterhouse;2024-02-21 08:43:02.079;2024-02-21
2024-02-21T08:46:29.007Z;(No) Commitment;Nick Waterhouse;2024-02-21 08:46:29.007;2024-02-21
2024-02-21T08:50:26.028Z;The Fooler;Nick Waterhouse;2024-02-21 08:50:26.028;2024-02-21
2024-02-21T08:53:26.001Z;See the World By Night;Fruit Bats;2024-02-21 08:53:26.001;2024-02-21
2024-02-21T08:55:54.101Z;Nobody's Baby;Sharon Jones & The Dap-Kings;2024-02-21 08:55:54.101;2024-02-21
2024-02-21T08:57:52.025Z;There's A Light;Shirley Ann Lee;2024-02-21 08:57:52.025;2024-02-21
2024-02-21T09:00:41.055Z;Soulful Dress;Sugar Pie DeSanto;2024-02-21 09:00:41.055;2024-02-21
2024-02-21T09:04:08.105Z;Something In The Water;Pokey LaFarge;2024-02-21 09:04:08.105;2024-02-21
2024-02-21T11:50:00.323Z;A Veces Sueño;Travis Birds;2024-02-21 11:50:00.323;2024-02-21
2024-02-21T11:53:03.952Z;Felah Mencub;The Gardener;2024-02-21 11:53:03.952;2024-02-21
2024-02-21T11:58:42.093Z;Nana del caballo muerto de la feria;The Gardener;2024-02-21 11:58:42.093;2024-02-21
2024-02-21T12:02:00.045Z;Si no puedo verla;The Gardener;2024-02-21 12:02:00.045;2024-02-21
2024-02-21T12:03:43.785Z;Se alegran las calles;The Gardener;2024-02-21 12:03:43.785;2024-02-21
2024-02-21T13:11:39.385Z;Felah Mencub;The Gardener;2024-02-21 13:11:39.385;2024-02-21
2024-02-21T13:15:27.138Z;good 4 u;Olivia Rodrigo;2024-02-21 13:15:27.138;2024-02-21
2024-02-21T13:18:20.276Z;jealousy, jealousy;Olivia Rodrigo;2024-02-21 13:18:20.276;2024-02-21
2024-02-21T13:21:52.100Z;get him back!;Olivia Rodrigo;2024-02-21 13:21:52.1;2024-02-21
2024-02-21T13:25:31.146Z;vampire;Olivia Rodrigo;2024-02-21 13:25:31.146;2024-02-21
2024-02-21T13:28:53.976Z;enough for you;Olivia Rodrigo;2024-02-21 13:28:53.976;2024-02-21
2024-02-21T13:31:39.818Z;all-american bitch;Olivia Rodrigo;2024-02-21 13:31:39.818;2024-02-21
2024-02-21T13:37:03.170Z;Dulcito e Coco;Vicente Garcia;2024-02-21 13:37:03.17;2024-02-21
2024-02-21T13:39:45.498Z;Planeando El Tiempo;Elsa y Elmar;2024-02-21 13:39:45.498;2024-02-21
2024-02-21T13:43:55.082Z;Querría;El Kanka;2024-02-21 13:43:55.082;2024-02-21
2024-02-21T13:45:03.975Z;Pa Nuevayor;Vicente Garcia;2024-02-21 13:45:03.975;2024-02-21
2024-02-21T13:47:49.646Z;A Veces;Diamante Eléctrico;2024-02-21 13:47:49.646;2024-02-21
2024-02-21T13:49:45.210Z;Sos Todo Lo Que Está Bien;Silvestre y La Naranja;2024-02-21 13:49:45.21;2024-02-21
2024-02-21T13:54:04.806Z;Alma Mía (feat. Los Macorinos);Natalia Lafourcade;2024-02-21 13:54:04.806;2024-02-21
2024-02-21T13:57:44.635Z;Casa en el árbol;Salomón Beda;2024-02-21 13:57:44.635;2024-02-21
2024-02-21T13:59:39.832Z;Toda una Vida;Pedro Guerra;2024-02-21 13:59:39.832;2024-02-21
2024-02-21T14:02:59.953Z;Grecia;Elsa y Elmar;2024-02-21 14:02:59.953;2024-02-21
2024-02-21T14:05:45.852Z;Je t'aime;Carlos Vallarino;2024-02-21 14:05:45.852;2024-02-21
2024-02-21T14:08:59.017Z;Pruébame a Ti;Jósean Log;2024-02-21 14:08:59.017;2024-02-21
2024-02-21T14:11:20.640Z;Para Que Sepas;Juan Luis Guerra 4.40;2024-02-21 14:11:20.64;2024-02-21
2024-02-21T14:15:10.426Z;Mozo;Luz Pinos;2024-02-21 14:15:10.426;2024-02-21
2024-02-21T14:21:01.833Z;La Maza;Silvio Rodríguez;2024-02-21 14:21:01.833;2024-02-21
2024-02-21T14:24:23.353Z;Canela en Rama;El Kanka;2024-02-21 14:24:23.353;2024-02-21
2024-02-21T14:27:37.548Z;San Bá;Vicente Garcia;2024-02-21 14:27:37.548;2024-02-21
2024-02-21T14:29:23.273Z;Prisa;Camila Pérez;2024-02-21 14:29:23.273;2024-02-21
2024-02-21T14:33:12.639Z;Siempre me quedará;Bebe;2024-02-21 14:33:12.639;2024-02-21
2024-02-21T14:38:35.748Z;Entre Luca Y Juan Mejía;Vicente Garcia;2024-02-21 14:38:35.748;2024-02-21
2024-02-21T14:41:55.709Z;Al Norte;Silvana Estrada;2024-02-21 14:41:55.709;2024-02-21
2024-02-21T14:45:30.235Z;Soledad y el Mar (feat. Los Macorinos);Natalia Lafourcade;2024-02-21 14:45:30.235;2024-02-21
2024-02-21T14:48:34.732Z;Ven Que Te Quiero Ver;Alex Ferreira;2024-02-21 14:48:34.732;2024-02-21
2024-02-21T14:53:46.568Z;Rasputin;Majestic;2024-02-21 14:53:46.568;2024-02-21
2024-02-21T14:54:02.826Z;Everybody (Radio Edit);Martin Solveig;2024-02-21 14:54:02.826;2024-02-21
