played_at;track.name;name;played;day
2024-03-04T11:16:46.473Z;Llego la Negra;El Timba;2024-03-04 11:16:46.473;2024-03-04
2024-03-04T11:18:23.101Z;Llego la Negra;El Timba;2024-03-04 11:18:23.101;2024-03-04
2024-03-04T11:24:52.083Z;A Little Bird Told Me (10-26-48);Blue Lu Barker;2024-03-04 11:24:52.083;2024-03-04
2024-03-04T11:54:11.113Z;Fado Boémio e vadio;Piedade Fernandes;2024-03-04 11:54:11.113;2024-03-04
2024-03-04T11:58:50.268Z;Ella y Yo;Joan Chamorro;2024-03-04 11:58:50.268;2024-03-04
2024-03-04T12:02:52.047Z;María;Zulu 9.30;2024-03-04 12:02:52.047;2024-03-04
2024-03-04T12:06:23.064Z;Te debo una canción;Shinova;2024-03-04 12:06:23.064;2024-03-04
2024-03-04T12:10:45.149Z;Les mots d'amour;Mayra Andrade;2024-03-04 12:10:45.149;2024-03-04
2024-03-04T12:15:05.014Z;Cafecito;La Ciencia de Juancho Valencia;2024-03-04 12:15:05.014;2024-03-04
2024-03-04T12:19:34.257Z;Quiero y duelo;Karmento;2024-03-04 12:19:34.257;2024-03-04
2024-03-04T12:21:45.125Z;La manchega en la azotea;Karmento;2024-03-04 12:21:45.125;2024-03-04
2024-03-04T12:25:09.137Z;Sacatela;La Femme;2024-03-04 12:25:09.137;2024-03-04
2024-03-04T14:09:59.068Z;La fête noire;Flavien Berger;2024-03-04 14:09:59.068;2024-03-04
2024-03-04T14:21:15.079Z;Common People - Live Glastonbury Festival;Pulp;2024-03-04 14:21:15.079;2024-03-04
2024-03-04T14:26:00.057Z;Good Time Girl (feat. Charlie Barker);Sofi Tukker;2024-03-04 14:26:00.057;2024-03-04
2024-03-04T14:29:23.808Z;La Cocinera - Remastered 2015;Mala Rodríguez;2024-03-04 14:29:23.808;2024-03-04
2024-03-04T16:28:00.927Z;Bouncin Around;Hot Sugar Band;2024-03-04 16:28:00.927;2024-03-04
2024-03-04T16:31:28.120Z;Flying Home;Illinois Jacquet;2024-03-04 16:31:28.12;2024-03-04
2024-03-04T17:11:51.318Z;Effervescent Blues;Hot Swing Sextet;2024-03-04 17:11:51.318;2024-03-04
2024-03-04T17:28:22.469Z;Dance of the Lindy Blossoms;Jonathan Stout and his Campus Five;2024-03-04 17:28:22.469;2024-03-04
2024-03-04T21:12:41.963Z;La Nube;Amatria;2024-03-04 21:12:41.963;2024-03-04
